GEOID20,DISTRICT
26163163209,12
26163163717,6
26163163541,13
26163163565,13
26163163215,12
26163163624,13
26163163066,6
26163163101,12
26163163534,13
26163163559,13
26163163392,13
26163163734,13
26163163284,12
26163163868,13
26137137014,1
26137137007,1
26137137012,1
26137137004,1
26137137001,1
26137137003,1
26137137008,1
26163163029,6
26163163185,12
26163163116,12
26163163736,13
26163163574,13
26163163872,13
26137137002,1
26137137013,1
26137137006,1
26137137011,1
26137137009,1
26121121023,2
26121121015,3
26121121056,3
26121121003,2
26121121031,3
26121121053,3
26121121048,3
26121121065,2
26121121004,2
26121121014,3
26121121005,2
26121121060,3
26121121038,3
26121121011,2
26121121049,2
26121121046,3
26121121016,3
26121121064,3
26163163138,13
26163163880,6
26163163735,13
26029029007,1
26029029001,1
26029029010,1
26029029005,1
26029029014,1
26029029016,1
26029029015,1
26029029002,1
26029029020,1
26029029009,1
26029029003,1
26029029019,1
26029029013,1
26029029017,1
26029029008,1
26029029012,1
26029029006,1
26029029011,1
26029029004,1
26057057001,2
26057057021,2
26057057016,2
26071071007,1
26071071016,1
26071071003,1
26071071009,1
26071071001,1
26071071006,1
26071071004,1
26071071011,1
26071071012,1
26071071014,1
26071071015,1
26077000006,4
26077000020,4
26113113001,1
26113113004,1
26113113011,1
26113113016,1
26113113007,1
26113113014,1
26113113015,1
26113113012,1
26113113006,1
26113113013,1
26113113010,1
26113113002,1
26113113008,1
26113113017,1
26095095003,1
26151151010,9
26151151029,9
26151151001,9
26151151005,9
26151151024,9
26151151011,9
26151151028,9
26151151012,9
26151151031,9
26151151013,9
26151151008,9
26151151027,9
26151151014,9
26151151007,9
26151151022,9
26151151006,9
26151151004,9
26151151016,9
26151151017,9
26151151018,9
26151151021,9
26151151025,9
26151151002,9
26151151015,9
26151151003,9
26151151026,9
26151151023,9
26151151020,9
26151151019,9
26151151009,9
26019019012,1
26019019006,1
26019019002,1
26019019005,1
26019019004,1
26019019003,1
26019019008,1
26019019013,1
26019019009,1
26019019010,1
26019019001,1
26019019007,1
26019019011,1
26151151030,9
26163163750,12
26163163903,13
26163163484,13
26163163286,12
26163163977,6
26163163951,12
26163163618,13
26125125475,11
26125125093,11
26125125349,11
26125125421,11
26125125493,11
26125125430,11
26125125368,12
26125125402,12
26125125302,10
26125125480,11
26125000002,9
26125125277,11
26125125209,6
26125125086,11
26125125314,10
26125125201,6
26125125388,12
26125125303,10
26125125251,9
26125125148,9
26125125279,11
26125125373,12
26125125381,12
26125125450,11
26125125459,11
26125125482,11
26125125265,9
26125125440,11
26125125077,11
26125125515,11
26125125127,11
26125125504,11
26125125337,11
26125125296,10
26125125301,10
26125125410,7
26125125134,11
26125125178,7
26125125346,11
26125125446,11
26125125322,10
26125125119,11
26125125401,12
26125125353,11
26125125177,7
26125125231,9
26125125491,11
26125125319,10
26125125193,9
26125125268,9
26125125088,11
26125125355,11
26125125470,11
26125125173,7
26125125142,9
26125125498,11
26125125255,9
26125125247,11
26125125369,12
26125125200,9
26125125437,11
26125125149,9
26125125512,11
26125125332,10
26125125102,11
26125125110,11
26125125463,11
26125125108,11
26125125423,11
26125125436,11
26125125266,9
26125125472,11
26125125306,10
26125125156,9
26125125380,12
26125125157,9
26125125499,11
26125125497,11
26125125447,11
26125125234,11
26125125452,11
26125125289,11
26125125457,11
26125125438,11
26125125309,10
26125125376,12
26125125269,9
26125125025,11
26125125158,9
26125125299,10
26125125232,9
26125125270,9
26125125023,11
26125125125,11
26125125013,11
26125125254,9
26125125387,12
26125125017,11
26125125032,11
26125125496,11
26125125070,11
26125125359,11
26125125243,11
26125125155,11
26125125182,11
26125125196,7
26125125487,11
26125125090,11
26125125262,9
26125125194,7
26125125058,11
26125125037,11
26125125347,11
26125125514,11
26125125047,11
26125125192,11
26125125104,11
26125125409,7
26125125227,9
26125125176,7
26125125396,12
26125125220,6
26125125128,11
26125125444,11
26125125458,11
26125125120,11
26125125290,11
26125125175,7
26125125490,11
26125125462,11
26125125390,12
26125125244,11
26125125367,12
26125125065,9
26125125495,11
26125125416,9
26125125246,11
26125125494,11
26125125477,11
26125125026,11
26125125280,11
26125125464,11
26125125360,11
26125125411,7
26125125179,7
26125125330,10
26125125092,11
26125125137,11
26125125071,11
26125125035,11
26125125310,10
26125125180,7
26125125098,11
26125125208,6
26125125427,11
26125125412,9
26125125281,11
26125125095,11
26125125205,6
26125125510,11
26125125075,11
26125125006,11
26125125501,11
26125125453,11
26125125442,11
26125125074,11
26125125249,11
26125125118,11
26125125226,9
26125125078,11
26125125126,11
26125125285,11
26125125509,11
26125125062,11
26125125001,9
26125125020,11
26125125218,6
26125125275,11
26125125258,9
26125125115,11
26125125429,11
26125125481,11
26125125341,11
26125125318,10
26125125068,9
26125125053,11
26125125305,10
26125125147,9
26125125066,9
26125125007,11
26125125085,11
26125125250,9
26125125291,11
26125125049,11
26125125139,9
26125125338,11
26125125474,11
26125125189,11
26125125321,10
26125125162,9
26125125372,12
26125125293,11
26125125295,10
26125125282,11
26125125505,11
26125125435,11
26125125382,12
26125125169,11
26125125445,11
26125125216,6
26125125106,11
26125125408,7
26125125054,11
26125125468,11
26125125221,6
26125125036,11
26125125187,11
26125125503,11
26125125478,11
26125125476,11
26125125101,11
26125125061,11
26125125100,11
26125125009,11
26125125339,11
26125125334,9
26125125326,10
26125125316,10
26125125087,11
26125125441,11
26125125004,11
26125125136,11
26125125284,11
26125125233,11
26125125079,11
26125125114,11
26125125153,11
26125125357,11
26125125311,10
26125125159,9
26125125143,9
26125125239,11
26125125131,9
26125125228,9
26125125465,11
26125125212,11
26125125407,12
26125125199,7
26125125027,11
26125125203,6
26125125190,11
26125125031,11
26125125400,12
26125125331,10
26125125424,11
26125125261,9
26125125112,11
26125125399,12
26125125307,10
26125125014,11
26125125215,6
26125125057,11
26125125320,10
26125125083,11
26125125483,11
26125125018,11
26125125467,11
26125125404,12
26125125298,10
26125125433,11
26125125288,11
26125125116,11
26125125428,11
26125125082,11
26125125170,11
26125125354,11
26125125041,11
26125125263,9
26125125084,11
26125125028,11
26125125117,11
26125125150,9
26125125146,9
26125125105,11
26125125029,11
26125125010,11
26125125003,9
26125125012,11
26125125448,11
26125125096,11
26125125091,11
26125125327,10
26125125167,9
26125125236,11
26125125276,11
26125125181,7
26125125267,9
26125125362,12
26125125165,9
26125125375,12
26125125206,6
26125125379,12
26125125124,11
26125125219,6
26125125202,6
26125125241,11
26125125386,12
26125125451,9
26125125434,11
26125125394,12
26125125089,11
26125125063,9
26125125471,11
26125125253,9
26125125297,10
26125125422,11
26125125174,7
26125125145,9
26125125238,11
26125125123,11
26125125248,11
26125125072,11
26125125391,12
26125125405,12
26125125122,11
26125125335,9
26125125264,9
26125125113,11
26125125163,9
26125125164,9
26125125252,9
26125125351,11
26125125229,9
26125125492,11
26125125383,12
26125125214,6
26125125081,11
26125125324,10
26125125069,11
26125125183,11
26125125356,11
26125125005,11
26125125315,10
26125125223,6
26125125449,11
26125125460,11
26125125130,11
26125125272,11
26125125172,12
26125125129,11
26125125286,11
26125125278,11
26125125456,11
26125125185,11
26125125384,12
26125125395,12
26125125073,11
26125125393,12
26125125432,11
26125125204,6
26125125161,9
26125125002,9
26125125374,12
26125125502,11
26125125300,10
26125125511,11
26125125325,10
26125125364,12
26125125022,11
26125125329,10
26125125225,9
26125125363,12
26125125418,9
26125125397,12
26125125011,11
26125125099,11
26125125067,9
26125125242,11
26125125358,11
26125125413,9
26125125237,11
26125125473,11
26125125513,11
26125125016,11
26125125050,11
26125125439,11
26125125094,11
26125125287,11
26125125230,9
26125125019,11
26125125415,9
26125125160,9
26125125292,11
26125125151,11
26125125274,11
26125125042,11
26125125466,11
26125125259,9
26125125152,11
26125125210,6
26125125317,10
26125125489,11
26125125485,11
26125125308,10
26125125414,9
26125125365,12
26125125217,6
26125125107,11
26125125426,11
26125125304,10
26125125340,11
26125125350,11
26125125197,7
26125125469,11
26125125389,12
26125125500,11
26125125121,11
26139139035,3
26139139009,2
26139139010,3
26139139023,4
26139139088,3
26139139107,4
26139139012,3
26139139036,3
26139139050,4
26139139106,4
26139139040,3
26139139018,4
26139139063,4
26139139055,4
26139139062,4
26139139073,4
26139139008,4
26139139014,3
26125125392,12
26125125348,11
26125125479,11
26125125184,11
26125125140,9
26125125076,11
26125125342,11
26125125191,11
26125125371,12
26125125039,11
26125125260,9
26125125333,9
26125125398,12
26125125313,10
26125125420,11
26125125133,9
26125125343,11
26125125419,11
26125125103,11
26125125403,12
26125125385,12
26125125323,10
26125125361,11
26125125283,11
26125125345,11
26125125141,9
26125125166,9
26125125352,11
26125125366,12
26125125171,12
26125125008,11
26125125213,11
26125125455,11
26125125486,11
26125125154,11
26125125235,11
26125125271,9
26125125080,11
26125125111,11
26125125417,9
26125125040,11
26125125015,11
26125125488,11
26125125328,10
26125125198,9
26125125507,11
26125125484,11
26125125257,9
26125125132,9
26125125344,11
26125125431,11
26125125021,11
26125125024,11
26125125224,6
26125125336,11
26125125378,12
26125125135,11
26125125370,12
26125125245,11
26125125109,11
26125125064,9
26125125195,7
26125125097,11
26125125256,9
26125125168,9
26125125461,11
26125125508,11
26125125044,11
26125125138,11
26125125425,11
26125125240,11
26125125454,11
26125125188,11
26125125186,11
26125125207,6
26125125506,11
26125125443,11
26125125406,12
26125125377,12
26125125222,6
26125125312,10
26125125144,9
26125125294,11
26163163653,6
26163163038,6
26163163826,12
26163163918,6
26163163542,13
26163163319,13
26029029018,1
26163163071,12
26163163581,12
26163163290,12
26163163222,12
26163163761,12
26163163104,12
26163163706,13
26163163415,13
26163163462,13
26163163535,13
26163163807,6
26163163638,12
26163163445,13
26163163399,13
26163163214,12
26163163170,12
26163163814,6
26163163558,13
26163163332,13
26163163593,12
26163163818,6
26163163680,13
26163163610,12
26163163181,12
26163163763,12
26163163525,13
26163163391,13
26163163905,13
26163163372,13
26163163482,13
26163163622,13
26163163371,13
26163163683,13
26163163597,12
26163163076,12
26163163167,12
26163163699,13
26163163279,13
26163163007,13
26163163707,13
26163163743,12
26163163378,13
26163163369,13
26163163703,13
26163163314,13
26163163812,6
26163163805,6
26163163124,12
26163163745,12
26163163509,13
26163163675,13
26163163643,13
26163163787,13
26163163359,13
26163163403,13
26163163380,13
26163163150,12
26163163056,6
26163163052,6
26163163719,6
26163163263,13
26163163223,12
26163163592,12
26163163961,12
26163163409,13
26163163583,12
26163163003,13
26163163257,12
26163163455,13
26163163741,13
26163163058,6
26163163720,12
26163163444,13
26163163234,13
26163163470,13
26163163045,6
26147147068,9
26147147003,9
26147147012,9
26147147030,9
26027027013,5
26027027010,5
26027027009,5
26027027019,5
26027027020,5
26027027015,5
26027027022,5
26027027017,5
26027027002,5
26027027021,5
26027027001,5
26027027018,5
26027027005,5
26027027004,5
26027027012,5
26027027016,5
26027027003,5
26027027014,5
26027001001,5
26147147043,9
26147147008,9
26147147035,9
26147147050,9
26147147054,9
26147147045,9
26147147067,9
26147147024,9
26147147060,9
26147147031,9
26147147044,9
26147147048,9
26147147046,9
26147147055,9
26147147026,9
26147000001,9
26147147032,9
26147147020,9
26147147006,9
26147147029,9
26147147023,9
26147147036,9
26147147010,9
26147147063,9
26147147014,9
26147147015,9
26147147042,9
26147147056,9
26147147041,9
26147147034,9
26147147013,9
26147147001,9
26145145067,8
26145145034,8
26145145011,8
26145145084,8
26145145054,8
26145145040,8
26145145060,8
26145145005,8
26145145080,8
26145145049,8
26145145016,8
26145145009,8
26145145082,8
26145145068,8
26145145020,8
26145145055,8
26145145024,8
26145145018,8
26145145063,8
26147147069,9
26147147002,9
26147147064,9
26147147007,9
26147147052,9
26147147037,9
26147147051,9
26147147021,9
26147147057,9
26147147009,9
26147147040,9
26147147065,9
26147147019,9
26147147018,9
26147147061,9
26147147017,9
26147147053,9
26147147070,9
26147147062,9
26147147047,9
26147147066,9
26147147025,9
26147147004,9
26147147011,9
26147147059,9
26147147039,9
26147147016,9
26147147049,9
26147147027,9
26139139022,4
26139139096,3
26139139085,3
26139139039,3
26139139069,4
26139139006,4
26139139016,3
26139139031,4
26139139066,4
26139139100,3
26139139098,3
26139139001,3
26139139081,4
26139139013,3
26139139048,4
26139139101,3
26139139065,4
26139139024,4
26139139080,4
26139139102,4
26139139070,4
26139139051,4
26139139025,4
26139139029,4
26139139068,4
26139139090,3
26139139058,4
26139139074,4
26163163404,13
26163163530,13
26163163566,13
26163163639,13
26163163193,12
26163163816,6
26163163466,13
26163163422,13
26139139034,3
26139139060,4
26139139067,4
26139139083,4
26139139007,4
26139139075,4
26139139004,3
26139139044,4
26139139056,4
26139139054,4
26139139076,4
26139139072,4
26139139019,4
26139139097,3
26139139030,4
26139139041,3
26139139042,3
26139139103,4
26139139017,4
26139139079,4
26139139038,3
26139139002,3
26139139052,4
26139139045,4
26139139021,4
26139139011,3
26139139077,4
26139139047,4
26139139104,4
26139139026,4
26139139089,3
26139139086,4
26139139087,4
26139139049,4
26139139032,3
26139139064,4
26139139003,3
26139139105,4
26139139108,4
26139139094,3
26139139061,4
26139139033,3
26139139092,3
26139139059,4
26139139005,3
26139139027,4
26139139020,4
26139139053,4
26139139095,3
26139139057,4
26139139028,4
26139139043,3
26139139071,4
26139139091,3
26139139093,3
26139139015,4
26139139046,4
26139139099,3
26163163647,12
26163163357,13
26163163688,13
26163163498,13
26163163353,13
26163163246,13
26163163526,13
26163163381,13
26163163724,12
26163163050,6
26163163820,6
26163163768,12
26163163848,13
26163163320,13
26163163059,6
26163163341,13
26163163379,13
26163163324,13
26163163073,12
26163163835,12
26163163711,13
26163163305,13
26163163298,13
26163163874,13
26163163709,13
26163163563,13
26163163729,12
26163163952,12
26163163292,12
26163163944,12
26163163304,12
26163163033,6
26163163296,12
26163163947,12
26163163137,12
26163163788,13
26163163349,13
26163163490,13
26163163018,6
26163163211,12
26163163495,13
26163163588,12
26163163021,6
26163163545,13
26163163081,12
26163163634,13
26163163251,12
26163163560,13
26163163502,13
26163163896,13
26163163491,13
26163163966,12
26163163492,13
26163163879,13
26163163780,12
26163163801,6
26163163036,6
26163163852,6
26163163325,13
26163163645,13
26163163062,6
26163163974,6
26163163235,13
26163163640,13
26163163065,6
26163163726,12
26163163430,13
26163163375,13
26163163274,12
26163163054,6
26163163072,12
26163163915,6
26163163596,12
26163163830,12
26163163722,12
26163163744,12
26163163668,6
26163163454,13
26163163701,13
26163163762,12
26163163499,13
26163163626,13
26163163275,12
26163163242,13
26163163206,12
26163163692,13
26163163039,6
26163163959,12
26163163682,13
26163163043,6
26163163047,6
26163163010,13
26163163759,12
26163163784,12
26163163247,12
26163163514,13
26163163585,12
26163163697,13
26163163316,13
26163163655,6
26163163362,13
26163163308,13
26163163496,13
26163163888,13
26163163095,12
26163163946,12
26163163340,13
26163163420,13
26165165006,2
26165165007,2
26165165015,1
26165165013,2
26165165001,2
26165165020,2
26165165021,2
26165165008,2
26165165016,2
26165165003,2
26165165017,2
26165165018,2
26165165010,2
26165165005,2
26165165012,1
26165165004,2
26165165011,1
26165165002,2
26165165019,2
26165165014,2
26125000006,11
26125000010,6
26125000019,6
26125000023,6
26125000003,11
26125000013,6
26073073005,2
26073073021,2
26073073006,2
26073073025,2
26073073010,2
26073073015,2
26073073011,2
26073073027,2
26073073004,2
26073073022,2
26073073013,2
26073073017,2
26073073023,2
26073073028,2
26037037005,7
26037037003,7
26037037023,7
26037037029,7
26037037025,7
26037037002,7
26037037030,7
26037037020,7
26037037010,7
26037037032,7
26037037015,7
26037037012,7
26037000002,7
26037037028,7
26037037034,7
26083083005,1
26083083003,1
26073073003,2
26073073014,2
26073073002,2
26073073019,2
26073073026,2
26073073007,2
26073073009,2
26073073012,2
26073073020,2
26073073001,2
26073073016,2
26073073024,2
26073000001,2
26061061020,1
26061061011,1
26061061004,1
26061061030,1
26061061015,1
26061061005,1
26061061013,1
26061061012,1
26085085011,2
26085085012,2
26085085007,2
26085085005,2
26085085008,2
26071071002,1
26071071005,1
26059059001,5
26059059024,5
26059059010,5
26059059005,5
26059059013,5
26059059022,5
26059059003,5
26059059017,5
26059059008,5
26059059007,5
26059059014,5
26059059002,5
26059059009,5
26059059023,5
26059059021,5
26059059019,5
26083083001,1
26083083002,1
26083083004,1
26073073008,2
26073073018,2
26061061003,1
26061061008,1
26061061002,1
26061061007,1
26061061018,1
26061061023,1
26061061029,1
26061061017,1
26061061022,1
26061061019,1
26061061016,1
26061061025,1
26061061009,1
26061061027,1
26061061024,1
26061061026,1
26061061028,1
26061061021,1
26061061010,1
26061061001,1
26061061006,1
26061061014,1
26085085003,2
26085085010,2
26085085013,2
26085085015,2
26085085014,2
26085085006,2
26085085009,2
26085085002,2
26085085004,2
26085085001,2
26059059016,5
26059059020,5
26059059006,5
26059059011,5
26059059015,5
26059059025,5
26059059004,5
26059059012,5
26059059026,5
26059059018,5
26163163312,13
26163163130,12
26163163322,13
26163163760,12
26163163899,13
26163163676,13
26163163232,13
26087087006,9
26087087019,9
26087087008,9
26087087029,9
26087087026,9
26087087013,9
26087087017,9
26087087015,9
26087087032,9
26087087024,9
26087087034,9
26087087002,9
26087087028,9
26087087025,9
26087087027,9
26163163652,6
26163163488,13
26163163476,13
26163163192,12
26163163004,13
26163163099,12
26163163715,6
26163163579,13
26163163449,13
26163163851,6
26163163216,12
26163163815,6
26163163932,13
26163163860,13
26163163114,12
26163163168,12
26163163212,12
26163163907,13
26163163847,13
26163163571,13
26163163965,12
26163163358,13
26163163354,13
26163163310,13
26163163783,12
26163163407,13
26163163385,13
26163163648,13
26163163781,12
26163163854,6
26163163435,13
26163163642,13
26163163857,13
26163163373,13
26163163685,13
26163163432,13
26163163084,12
26163163153,12
26163163249,12
26163163679,13
26163163423,13
26163163796,6
26163163547,13
26163163602,12
26163163149,12
26163163500,13
26163163962,12
26163163302,13
26163163184,12
26163163267,12
26163163506,13
26163163282,12
26163163046,6
26163163278,12
26163163527,13
26163163436,13
26163163411,13
26163163802,6
26163163429,13
26163163433,13
26163163632,12
26163163083,12
26163163161,12
26163163248,12
26163163221,12
26163163612,12
26163163333,13
26163163474,13
26163163532,13
26163163218,12
26163163649,13
26163163253,12
26163163254,12
26163163605,12
26163163921,6
26163163799,6
26163163819,6
26163163659,12
26163163753,12
26163163125,12
26163163782,12
26163163030,6
26163163303,12
26163163620,12
26163163678,13
26163163442,13
26163163591,12
26163163636,12
26163163587,12
26163163159,12
26163163013,13
26163163686,13
26163163507,13
26163163158,12
26163163599,12
26163163128,12
26163163283,12
26163163230,13
26163163986,13
26163163529,13
26163163382,13
26163163258,12
26163163416,13
26163163236,13
26163163555,13
26163163347,13
26163163609,12
26163163465,13
26163163637,12
26163163233,13
26163163402,13
26163163306,13
26163163633,12
26163163108,12
26163163119,12
26163163472,13
26163163177,12
26163163228,13
26163163262,13
26163163698,13
26163163948,12
26163163836,12
26163163366,13
26163163767,12
26163163863,13
26163163300,13
26163163569,13
26163163450,13
26163163049,6
26163163417,13
26163163873,13
26163163457,13
26163163611,12
26163163113,12
26163163508,13
26163163156,12
26163163561,13
26163163970,12
26163163733,13
26163163022,6
26163163845,12
26163163519,13
26163163485,13
26163163110,12
26163163774,12
26163163188,12
26163163413,13
26163163265,12
26163163289,12
26163163985,13
26163163933,13
26163163269,12
26163163808,6
26163163770,12
26163163882,6
26163163887,13
26163163037,6
26163163853,6
26163163838,12
26163163594,12
26163163666,12
26163163824,12
26163163694,13
26163163749,12
26163163971,12
26163163543,13
26163163577,13
26163163714,6
26163163811,6
