"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US26075000800","Census Tract 8, Jackson County, Michigan","4633","330"
"1400000US26075000900","Census Tract 9, Jackson County, Michigan","3068","287"
"1400000US26075001000","Census Tract 10, Jackson County, Michigan","2313","285"
"1400000US26075001100","Census Tract 11, Jackson County, Michigan","1989","278"
"1400000US26075001200","Census Tract 12, Jackson County, Michigan","2284","267"
"1400000US26075001300","Census Tract 13, Jackson County, Michigan","2683","340"
"1400000US26075005000","Census Tract 50, Jackson County, Michigan","2342","220"
"1400000US26075005100","Census Tract 51, Jackson County, Michigan","4539","330"
"1400000US26075005200","Census Tract 52, Jackson County, Michigan","6785","356"
"1400000US26075005301","Census Tract 53.01, Jackson County, Michigan","5029","343"
"1400000US26075005302","Census Tract 53.02, Jackson County, Michigan","3547","229"
"1400000US26075005400","Census Tract 54, Jackson County, Michigan","6487","226"
"1400000US26075005500","Census Tract 55, Jackson County, Michigan","4758","449"
"1400000US26075005600","Census Tract 56, Jackson County, Michigan","7232","420"
"1400000US26075005700","Census Tract 57, Jackson County, Michigan","2656","203"
"1400000US26075005800","Census Tract 58, Jackson County, Michigan","5113","364"
"1400000US26075005900","Census Tract 59, Jackson County, Michigan","3944","335"
"1400000US26075006000","Census Tract 60, Jackson County, Michigan","6846","317"
"1400000US26075006100","Census Tract 61, Jackson County, Michigan","6429","367"
"1400000US26075006200","Census Tract 62, Jackson County, Michigan","6758","24"
"1400000US26075006301","Census Tract 63.01, Jackson County, Michigan","2954","27"
"1400000US26075006303","Census Tract 63.03, Jackson County, Michigan","4638","220"
"1400000US26075006304","Census Tract 63.04, Jackson County, Michigan","2738","218"
"1400000US26075006401","Census Tract 64.01, Jackson County, Michigan","2952","217"
"1400000US26075006402","Census Tract 64.02, Jackson County, Michigan","7065","245"
"1400000US26075006500","Census Tract 65, Jackson County, Michigan","6681","21"
"1400000US26075006600","Census Tract 66, Jackson County, Michigan","4842","168"
"1400000US26075006701","Census Tract 67.01, Jackson County, Michigan","5095","125"
"1400000US26075006702","Census Tract 67.02, Jackson County, Michigan","4720","263"
"1400000US26075006801","Census Tract 68.01, Jackson County, Michigan","3020","56"
"1400000US26075006803","Census Tract 68.03, Jackson County, Michigan","2881","107"
"1400000US26075006804","Census Tract 68.04, Jackson County, Michigan","5912","123"
"1400000US26075006900","Census Tract 69, Jackson County, Michigan","2952","266"
"1400000US26077000100","Census Tract 1, Kalamazoo County, Michigan","2717","297"
"1400000US26077000201","Census Tract 2.01, Kalamazoo County, Michigan","2171","470"
"1400000US26077000202","Census Tract 2.02, Kalamazoo County, Michigan","846","225"
"1400000US26077000300","Census Tract 3, Kalamazoo County, Michigan","4271","427"
"1400000US26077000500","Census Tract 5, Kalamazoo County, Michigan","3903","416"
"1400000US26077000600","Census Tract 6, Kalamazoo County, Michigan","4871","783"
"1400000US26077000900","Census Tract 9, Kalamazoo County, Michigan","1041","187"
"1400000US26077001000","Census Tract 10, Kalamazoo County, Michigan","6259","559"
"1400000US26077001100","Census Tract 11, Kalamazoo County, Michigan","1931","200"
"1400000US26077001200","Census Tract 12, Kalamazoo County, Michigan","2674","177"
"1400000US26077001300","Census Tract 13, Kalamazoo County, Michigan","1953","125"
"1400000US26077001501","Census Tract 15.01, Kalamazoo County, Michigan","4724","378"
"1400000US26077001502","Census Tract 15.02, Kalamazoo County, Michigan","4555","388"
"1400000US26077001503","Census Tract 15.03, Kalamazoo County, Michigan","4716","401"
"1400000US26077001504","Census Tract 15.04, Kalamazoo County, Michigan","4683","888"
"1400000US26077001506","Census Tract 15.06, Kalamazoo County, Michigan","8350","754"
"1400000US26077001507","Census Tract 15.07, Kalamazoo County, Michigan","6418","708"
"1400000US26077001601","Census Tract 16.01, Kalamazoo County, Michigan","2889","190"
"1400000US26077001603","Census Tract 16.03, Kalamazoo County, Michigan","1710","168"
"1400000US26077001604","Census Tract 16.04, Kalamazoo County, Michigan","1856","151"
"1400000US26077001701","Census Tract 17.01, Kalamazoo County, Michigan","3765","344"
"1400000US26077001702","Census Tract 17.02, Kalamazoo County, Michigan","3887","302"
"1400000US26077001801","Census Tract 18.01, Kalamazoo County, Michigan","4051","265"
"1400000US26077001802","Census Tract 18.02, Kalamazoo County, Michigan","4520","354"
"1400000US26077001803","Census Tract 18.03, Kalamazoo County, Michigan","2197","244"
"1400000US26077001905","Census Tract 19.05, Kalamazoo County, Michigan","5822","337"
"1400000US26077001906","Census Tract 19.06, Kalamazoo County, Michigan","4777","335"
"1400000US26077001907","Census Tract 19.07, Kalamazoo County, Michigan","4403","305"
"1400000US26077002002","Census Tract 20.02, Kalamazoo County, Michigan","3903","254"
"1400000US26077002003","Census Tract 20.03, Kalamazoo County, Michigan","6169","442"
"1400000US26077002004","Census Tract 20.04, Kalamazoo County, Michigan","3942","259"
"1400000US26077002005","Census Tract 20.05, Kalamazoo County, Michigan","4133","250"
"1400000US26077002101","Census Tract 21.01, Kalamazoo County, Michigan","8028","426"
"1400000US26077002102","Census Tract 21.02, Kalamazoo County, Michigan","3009","181"
"1400000US26077002201","Census Tract 22.01, Kalamazoo County, Michigan","2198","241"
"1400000US26077002202","Census Tract 22.02, Kalamazoo County, Michigan","8281","347"
"1400000US26077002601","Census Tract 26.01, Kalamazoo County, Michigan","4909","19"
"1400000US26077002700","Census Tract 27, Kalamazoo County, Michigan","8220","25"
"1400000US26077002801","Census Tract 28.01, Kalamazoo County, Michigan","4331","337"
"1400000US26077002802","Census Tract 28.02, Kalamazoo County, Michigan","6530","340"
"1400000US26077002901","Census Tract 29.01, Kalamazoo County, Michigan","3923","26"
"1400000US26077002903","Census Tract 29.03, Kalamazoo County, Michigan","5441","554"
"1400000US26077002904","Census Tract 29.04, Kalamazoo County, Michigan","9183","427"
"1400000US26077002905","Census Tract 29.05, Kalamazoo County, Michigan","8337","479"
"1400000US26077003002","Census Tract 30.02, Kalamazoo County, Michigan","2386","136"
"1400000US26077003003","Census Tract 30.03, Kalamazoo County, Michigan","9003","254"
"1400000US26077003004","Census Tract 30.04, Kalamazoo County, Michigan","7868","254"
"1400000US26077003302","Census Tract 33.02, Kalamazoo County, Michigan","6419","40"
"1400000US26077003400","Census Tract 34, Kalamazoo County, Michigan","3806","159"
"1400000US26077003500","Census Tract 35, Kalamazoo County, Michigan","4588","404"
"1400000US26077005501","Census Tract 55.01, Kalamazoo County, Michigan","4087","285"
"1400000US26077005502","Census Tract 55.02, Kalamazoo County, Michigan","5535","354"
"1400000US26077006102","Census Tract 61.02, Kalamazoo County, Michigan","3520","211"
"1400000US26077006103","Census Tract 61.03, Kalamazoo County, Michigan","5378","210"
"1400000US26077006601","Census Tract 66.01, Kalamazoo County, Michigan","4491","24"
"1400000US26077006701","Census Tract 67.01, Kalamazoo County, Michigan","2913","171"
"1400000US26077006702","Census Tract 67.02, Kalamazoo County, Michigan","6254","293"
"1400000US26079950200","Census Tract 9502, Kalkaska County, Michigan","5096","274"
"1400000US26079950300","Census Tract 9503, Kalkaska County, Michigan","4898","285"
"1400000US26079950400","Census Tract 9504, Kalkaska County, Michigan","3705","211"
"1400000US26079950601","Census Tract 9506.01, Kalkaska County, Michigan","2148","165"
"1400000US26079950602","Census Tract 9506.02, Kalkaska County, Michigan","1738","96"
"1400000US26081000100","Census Tract 1, Kent County, Michigan","2523","207"
"1400000US26081000200","Census Tract 2, Kent County, Michigan","2206","216"
"1400000US26081000300","Census Tract 3, Kent County, Michigan","5233","471"
"1400000US26081000400","Census Tract 4, Kent County, Michigan","3071","177"
"1400000US26081000500","Census Tract 5, Kent County, Michigan","4073","279"
"1400000US26081000600","Census Tract 6, Kent County, Michigan","4357","196"
"1400000US26081000700","Census Tract 7, Kent County, Michigan","3067","214"
"1400000US26081000800","Census Tract 8, Kent County, Michigan","2717","376"
"1400000US26081000900","Census Tract 9, Kent County, Michigan","3313","284"
"1400000US26081001000","Census Tract 10, Kent County, Michigan","4724","322"
"1400000US26081001101","Census Tract 11.01, Kent County, Michigan","5962","422"
"1400000US26081001102","Census Tract 11.02, Kent County, Michigan","4369","236"
"1400000US26081001200","Census Tract 12, Kent County, Michigan","3264","267"
"1400000US26081001300","Census Tract 13, Kent County, Michigan","3149","394"
"1400000US26081001400","Census Tract 14, Kent County, Michigan","2303","269"
"1400000US26081001500","Census Tract 15, Kent County, Michigan","3608","402"
"1400000US26081001600","Census Tract 16, Kent County, Michigan","6175","546"
"1400000US26081001700","Census Tract 17, Kent County, Michigan","4604","353"
"1400000US26081001800","Census Tract 18, Kent County, Michigan","6205","312"
"1400000US26081001900","Census Tract 19, Kent County, Michigan","5323","501"
"1400000US26081002000","Census Tract 20, Kent County, Michigan","2250","268"
"1400000US26081002100","Census Tract 21, Kent County, Michigan","3184","368"
"1400000US26081002200","Census Tract 22, Kent County, Michigan","4682","584"
"1400000US26081002300","Census Tract 23, Kent County, Michigan","4157","253"
"1400000US26081002400","Census Tract 24, Kent County, Michigan","3046","258"
"1400000US26081002500","Census Tract 25, Kent County, Michigan","4702","486"
"1400000US26081002600","Census Tract 26, Kent County, Michigan","3871","406"
"1400000US26081002700","Census Tract 27, Kent County, Michigan","3480","308"
"1400000US26081002800","Census Tract 28, Kent County, Michigan","1632","207"
"1400000US26081002900","Census Tract 29, Kent County, Michigan","1377","212"
"1400000US26081003000","Census Tract 30, Kent County, Michigan","1908","192"
"1400000US26081003100","Census Tract 31, Kent County, Michigan","4003","490"
"1400000US26081003200","Census Tract 32, Kent County, Michigan","5392","771"
"1400000US26081003300","Census Tract 33, Kent County, Michigan","4040","428"
"1400000US26081003400","Census Tract 34, Kent County, Michigan","5053","278"
"1400000US26081003500","Census Tract 35, Kent County, Michigan","5306","458"
"1400000US26081003600","Census Tract 36, Kent County, Michigan","2554","372"
"1400000US26081003700","Census Tract 37, Kent County, Michigan","4506","458"
"1400000US26081003800","Census Tract 38, Kent County, Michigan","5249","531"
"1400000US26081003900","Census Tract 39, Kent County, Michigan","3540","257"
"1400000US26081004000","Census Tract 40, Kent County, Michigan","4048","343"
"1400000US26081004100","Census Tract 41, Kent County, Michigan","5577","469"
"1400000US26081004200","Census Tract 42, Kent County, Michigan","4334","303"
"1400000US26081004300","Census Tract 43, Kent County, Michigan","3946","266"
"1400000US26081004400","Census Tract 44, Kent County, Michigan","7606","380"
"1400000US26081004500","Census Tract 45, Kent County, Michigan","8371","735"
"1400000US26081004600","Census Tract 46, Kent County, Michigan","5693","605"
"1400000US26081010101","Census Tract 101.01, Kent County, Michigan","5794","274"
"1400000US26081010102","Census Tract 101.02, Kent County, Michigan","2874","248"
"1400000US26081010200","Census Tract 102, Kent County, Michigan","4426","175"
"1400000US26081010301","Census Tract 103.01, Kent County, Michigan","5452","133"
"1400000US26081010302","Census Tract 103.02, Kent County, Michigan","6217","155"
"1400000US26081010401","Census Tract 104.01, Kent County, Michigan","5295","135"
"1400000US26081010402","Census Tract 104.02, Kent County, Michigan","4321","135"
"1400000US26081010600","Census Tract 106, Kent County, Michigan","12560","204"
"1400000US26081010700","Census Tract 107, Kent County, Michigan","5790","233"
"1400000US26081010801","Census Tract 108.01, Kent County, Michigan","8554","181"
"1400000US26081010802","Census Tract 108.02, Kent County, Michigan","6277","16"
"1400000US26081010902","Census Tract 109.02, Kent County, Michigan","3943","42"
"1400000US26081010903","Census Tract 109.03, Kent County, Michigan","7161","265"
"1400000US26081010904","Census Tract 109.04, Kent County, Michigan","7593","269"
"1400000US26081011001","Census Tract 110.01, Kent County, Michigan","4307","192"
"1400000US26081011002","Census Tract 110.02, Kent County, Michigan","4341","227"
"1400000US26081011101","Census Tract 111.01, Kent County, Michigan","4668","217"
"1400000US26081011102","Census Tract 111.02, Kent County, Michigan","5253","253"
"1400000US26081011200","Census Tract 112, Kent County, Michigan","4236","251"
"1400000US26081011301","Census Tract 113.01, Kent County, Michigan","4732","172"
"1400000US26081011302","Census Tract 113.02, Kent County, Michigan","6426","445"
"1400000US26081011401","Census Tract 114.01, Kent County, Michigan","2338","229"
"1400000US26081011403","Census Tract 114.03, Kent County, Michigan","2852","171"
"1400000US26081011405","Census Tract 114.05, Kent County, Michigan","3011","128"
"1400000US26081011406","Census Tract 114.06, Kent County, Michigan","5746","276"
"1400000US26081011500","Census Tract 115, Kent County, Michigan","7366","442"
"1400000US26081011600","Census Tract 116, Kent County, Michigan","7590","410"
"1400000US26081011701","Census Tract 117.01, Kent County, Michigan","5341","413"
"1400000US26081011702","Census Tract 117.02, Kent County, Michigan","4519","351"
"1400000US26081011801","Census Tract 118.01, Kent County, Michigan","7640","291"
"1400000US26081011803","Census Tract 118.03, Kent County, Michigan","4893","260"
"1400000US26081011804","Census Tract 118.04, Kent County, Michigan","5315","235"
"1400000US26081011901","Census Tract 119.01, Kent County, Michigan","6944","274"
"1400000US26081011902","Census Tract 119.02, Kent County, Michigan","7614","275"
"1400000US26081012002","Census Tract 120.02, Kent County, Michigan","6279","325"
"1400000US26081012003","Census Tract 120.03, Kent County, Michigan","7555","336"
"1400000US26081012004","Census Tract 120.04, Kent County, Michigan","4948","163"
"1400000US26081012201","Census Tract 122.01, Kent County, Michigan","6729","348"
"1400000US26081012202","Census Tract 122.02, Kent County, Michigan","6858","325"
"1400000US26081012203","Census Tract 122.03, Kent County, Michigan","5441","279"
"1400000US26081012300","Census Tract 123, Kent County, Michigan","3433","194"
"1400000US26081012400","Census Tract 124, Kent County, Michigan","4094","171"
"1400000US26081012500","Census Tract 125, Kent County, Michigan","4943","159"
"1400000US26081012604","Census Tract 126.04, Kent County, Michigan","7396","604"
"1400000US26081012605","Census Tract 126.05, Kent County, Michigan","3149","233"
"1400000US26081012606","Census Tract 126.06, Kent County, Michigan","5700","507"
"1400000US26081012607","Census Tract 126.07, Kent County, Michigan","5577","360"
"1400000US26081012608","Census Tract 126.08, Kent County, Michigan","3686","282"
"1400000US26081012701","Census Tract 127.01, Kent County, Michigan","6639","405"
"1400000US26081012702","Census Tract 127.02, Kent County, Michigan","4298","208"
"1400000US26081012703","Census Tract 127.03, Kent County, Michigan","5202","451"
"1400000US26081012800","Census Tract 128, Kent County, Michigan","4293","341"
"1400000US26081012901","Census Tract 129.01, Kent County, Michigan","5054","433"
"1400000US26081012902","Census Tract 129.02, Kent County, Michigan","4920","335"
"1400000US26081013000","Census Tract 130, Kent County, Michigan","3336","223"
"1400000US26081013100","Census Tract 131, Kent County, Michigan","5691","273"
"1400000US26081013200","Census Tract 132, Kent County, Michigan","6915","294"
"1400000US26081013300","Census Tract 133, Kent County, Michigan","5197","367"
"1400000US26081013400","Census Tract 134, Kent County, Michigan","5647","383"
"1400000US26081013500","Census Tract 135, Kent County, Michigan","5175","375"
"1400000US26081013600","Census Tract 136, Kent County, Michigan","2464","266"
"1400000US26081013700","Census Tract 137, Kent County, Michigan","7172","532"
"1400000US26081013801","Census Tract 138.01, Kent County, Michigan","1476","159"
"1400000US26081013802","Census Tract 138.02, Kent County, Michigan","6953","512"
"1400000US26081013900","Census Tract 139, Kent County, Michigan","6127","458"
"1400000US26081014000","Census Tract 140, Kent County, Michigan","7043","508"
"1400000US26081014100","Census Tract 141, Kent County, Michigan","1931","178"
"1400000US26081014200","Census Tract 142, Kent County, Michigan","3614","236"
"1400000US26081014300","Census Tract 143, Kent County, Michigan","3312","216"
"1400000US26081014501","Census Tract 145.01, Kent County, Michigan","11449","669"
"1400000US26081014502","Census Tract 145.02, Kent County, Michigan","8142","527"
"1400000US26081014601","Census Tract 146.01, Kent County, Michigan","8304","337"
"1400000US26081014602","Census Tract 146.02, Kent County, Michigan","11009","344"
"1400000US26081014701","Census Tract 147.01, Kent County, Michigan","4505","332"
"1400000US26081014703","Census Tract 147.03, Kent County, Michigan","5217","364"
"1400000US26081014704","Census Tract 147.04, Kent County, Michigan","3066","178"
"1400000US26081014803","Census Tract 148.03, Kent County, Michigan","3312","259"
"1400000US26081014804","Census Tract 148.04, Kent County, Michigan","7951","452"
"1400000US26081014805","Census Tract 148.05, Kent County, Michigan","7360","400"
"1400000US26081014806","Census Tract 148.06, Kent County, Michigan","5793","227"
"1400000US26081014807","Census Tract 148.07, Kent County, Michigan","8624","229"
"1400000US26083000100","Census Tract 1, Keweenaw County, Michigan","2108","3"
"1400000US26083980100","Census Tract 9801, Keweenaw County, Michigan","3","3"
"1400000US26083990100","Census Tract 9901, Keweenaw County, Michigan","0","10"
"1400000US26085960100","Census Tract 9601, Lake County, Michigan","2448","153"
"1400000US26085961100","Census Tract 9611, Lake County, Michigan","3657","204"
"1400000US26085961200","Census Tract 9612, Lake County, Michigan","2660","193"
"1400000US26085961300","Census Tract 9613, Lake County, Michigan","3087","172"
"1400000US26087330000","Census Tract 3300, Lapeer County, Michigan","3870","129"
"1400000US26087330500","Census Tract 3305, Lapeer County, Michigan","2875","133"
"1400000US26087331000","Census Tract 3310, Lapeer County, Michigan","1738","126"
"1400000US26087331500","Census Tract 3315, Lapeer County, Michigan","2770","124"
"1400000US26087332000","Census Tract 3320, Lapeer County, Michigan","5695","18"
"1400000US26087332500","Census Tract 3325, Lapeer County, Michigan","3575","21"
"1400000US26087333000","Census Tract 3330, Lapeer County, Michigan","3104","17"
"1400000US26087333500","Census Tract 3335, Lapeer County, Michigan","5466","212"
"1400000US26087334000","Census Tract 3340, Lapeer County, Michigan","2612","207"
"1400000US26087334500","Census Tract 3345, Lapeer County, Michigan","2217","110"
"1400000US26087336000","Census Tract 3360, Lapeer County, Michigan","5222","25"
"1400000US26087336500","Census Tract 3365, Lapeer County, Michigan","1268","225"
"1400000US26087337000","Census Tract 3370, Lapeer County, Michigan","2996","191"
"1400000US26087337500","Census Tract 3375, Lapeer County, Michigan","4190","201"
"1400000US26087338000","Census Tract 3380, Lapeer County, Michigan","5098","60"
"1400000US26087338500","Census Tract 3385, Lapeer County, Michigan","4744","35"
"1400000US26087339000","Census Tract 3390, Lapeer County, Michigan","3121","25"
"1400000US26087339500","Census Tract 3395, Lapeer County, Michigan","3568","47"
"1400000US26087340000","Census Tract 3400, Lapeer County, Michigan","4026","41"
"1400000US26087340500","Census Tract 3405, Lapeer County, Michigan","2812","48"
"1400000US26087341000","Census Tract 3410, Lapeer County, Michigan","4763","46"
"1400000US26087341500","Census Tract 3415, Lapeer County, Michigan","4264","16"
"1400000US26087342000","Census Tract 3420, Lapeer County, Michigan","4499","19"
"1400000US26087342100","Census Tract 3421, Lapeer County, Michigan","3545","105"
"1400000US26089970100","Census Tract 9701, Leelanau County, Michigan","2016","173"
"1400000US26089970200","Census Tract 9702, Leelanau County, Michigan","5242","164"
"1400000US26089970300","Census Tract 9703, Leelanau County, Michigan","2656","231"
"1400000US26089970400","Census Tract 9704, Leelanau County, Michigan","1538","95"
"1400000US26089970500","Census Tract 9705, Leelanau County, Michigan","4916","206"
"1400000US26089970600","Census Tract 9706, Leelanau County, Michigan","5284","247"
"1400000US26089990000","Census Tract 9900, Leelanau County, Michigan","0","10"
"1400000US26091060100","Census Tract 601, Lenawee County, Michigan","3817","186"
"1400000US26091060301","Census Tract 603.01, Lenawee County, Michigan","4699","167"
"1400000US26091060302","Census Tract 603.02, Lenawee County, Michigan","4112","179"
"1400000US26091060401","Census Tract 604.01, Lenawee County, Michigan","3464","31"
"1400000US26091060402","Census Tract 604.02, Lenawee County, Michigan","3251","16"
"1400000US26091060500","Census Tract 605, Lenawee County, Michigan","3300","176"
"1400000US26091060600","Census Tract 606, Lenawee County, Michigan","5596","179"
"1400000US26091060700","Census Tract 607, Lenawee County, Michigan","7151","208"
"1400000US26091060800","Census Tract 608, Lenawee County, Michigan","3313","230"
"1400000US26091061200","Census Tract 612, Lenawee County, Michigan","1751","134"
"1400000US26091061301","Census Tract 613.01, Lenawee County, Michigan","4042","382"
"1400000US26091061302","Census Tract 613.02, Lenawee County, Michigan","3036","304"
"1400000US26091061400","Census Tract 614, Lenawee County, Michigan","3581","318"
"1400000US26091061500","Census Tract 615, Lenawee County, Michigan","5974","405"
"1400000US26091061600","Census Tract 616, Lenawee County, Michigan","3601","435"
"1400000US26091061700","Census Tract 617, Lenawee County, Michigan","9442","523"
"1400000US26091061800","Census Tract 618, Lenawee County, Michigan","3935","224"
"1400000US26091061900","Census Tract 619, Lenawee County, Michigan","4460","308"
"1400000US26091062000","Census Tract 620, Lenawee County, Michigan","2701","193"
"1400000US26091062100","Census Tract 621, Lenawee County, Michigan","4210","212"
"1400000US26091062200","Census Tract 622, Lenawee County, Michigan","2556","132"
"1400000US26091062300","Census Tract 623, Lenawee County, Michigan","5234","305"
"1400000US26091062400","Census Tract 624, Lenawee County, Michigan","5155","248"
"1400000US26093710100","Census Tract 7101, Livingston County, Michigan","2646","153"
"1400000US26093710300","Census Tract 7103, Livingston County, Michigan","4111","228"
"1400000US26093710500","Census Tract 7105, Livingston County, Michigan","1862","124"
"1400000US26093710700","Census Tract 7107, Livingston County, Michigan","1813","131"
"1400000US26093711000","Census Tract 7110, Livingston County, Michigan","4244","18"
"1400000US26093712101","Census Tract 7121.01, Livingston County, Michigan","3122","233"
"1400000US26093712102","Census Tract 7121.02, Livingston County, Michigan","3039","174"
"1400000US26093712601","Census Tract 7126.01, Livingston County, Michigan","4575","213"
"1400000US26093712602","Census Tract 7126.02, Livingston County, Michigan","3622","202"
"1400000US26093713100","Census Tract 7131, Livingston County, Michigan","4781","276"
"1400000US26093713300","Census Tract 7133, Livingston County, Michigan","1682","106"
"1400000US26093713500","Census Tract 7135, Livingston County, Michigan","3812","209"
"1400000US26093713700","Census Tract 7137, Livingston County, Michigan","4726","292"
"1400000US26093720100","Census Tract 7201, Livingston County, Michigan","3588","18"
"1400000US26093721100","Census Tract 7211, Livingston County, Michigan","3336","24"
"1400000US26093722100","Census Tract 7221, Livingston County, Michigan","3174","159"
"1400000US26093722300","Census Tract 7223, Livingston County, Michigan","2881","18"
"1400000US26093722500","Census Tract 7225, Livingston County, Michigan","2300","160"
"1400000US26093724001","Census Tract 7240.01, Livingston County, Michigan","2261","119"
"1400000US26093724002","Census Tract 7240.02, Livingston County, Michigan","2243","114"
"1400000US26093724003","Census Tract 7240.03, Livingston County, Michigan","2603","116"
"1400000US26093725000","Census Tract 7250, Livingston County, Michigan","4950","268"
"1400000US26093725100","Census Tract 7251, Livingston County, Michigan","4884","318"
"1400000US26093730101","Census Tract 7301.01, Livingston County, Michigan","2830","152"
"1400000US26093730102","Census Tract 7301.02, Livingston County, Michigan","4098","229"
"1400000US26093730600","Census Tract 7306, Livingston County, Michigan","3790","188"
"1400000US26093731100","Census Tract 7311, Livingston County, Michigan","3850","20"
"1400000US26093732100","Census Tract 7321, Livingston County, Michigan","3412","34"
"1400000US26093733100","Census Tract 7331, Livingston County, Michigan","1959","138"
"1400000US26093733601","Census Tract 7336.01, Livingston County, Michigan","2633","139"
"1400000US26093733602","Census Tract 7336.02, Livingston County, Michigan","3827","190"
"1400000US26093740200","Census Tract 7402, Livingston County, Michigan","3958","165"
"1400000US26093740300","Census Tract 7403, Livingston County, Michigan","2173","111"
"1400000US26093740500","Census Tract 7405, Livingston County, Michigan","2313","130"
"1400000US26093740600","Census Tract 7406, Livingston County, Michigan","2909","130"
"1400000US26093740700","Census Tract 7407, Livingston County, Michigan","2736","116"
"1400000US26093740800","Census Tract 7408, Livingston County, Michigan","2668","170"
"1400000US26093740900","Census Tract 7409, Livingston County, Michigan","1910","113"
"1400000US26093741100","Census Tract 7411, Livingston County, Michigan","2355","162"
"1400000US26093741601","Census Tract 7416.01, Livingston County, Michigan","1902","164"
"1400000US26093741602","Census Tract 7416.02, Livingston County, Michigan","3392","176"
"1400000US26093742201","Census Tract 7422.01, Livingston County, Michigan","2973","213"
"1400000US26093742202","Census Tract 7422.02, Livingston County, Michigan","2457","170"
"1400000US26093742401","Census Tract 7424.01, Livingston County, Michigan","1257","208"
"1400000US26093742402","Census Tract 7424.02, Livingston County, Michigan","3828","220"
"1400000US26093742500","Census Tract 7425, Livingston County, Michigan","2338","152"
"1400000US26093742700","Census Tract 7427, Livingston County, Michigan","3580","222"
"1400000US26093742900","Census Tract 7429, Livingston County, Michigan","3883","193"
"1400000US26093743300","Census Tract 7433, Livingston County, Michigan","2693","114"
"1400000US26093743400","Census Tract 7434, Livingston County, Michigan","3892","152"
"1400000US26093743500","Census Tract 7435, Livingston County, Michigan","2014","168"
"1400000US26093743600","Census Tract 7436, Livingston County, Michigan","3043","169"
"1400000US26093743700","Census Tract 7437, Livingston County, Michigan","2517","182"
"1400000US26093743800","Census Tract 7438, Livingston County, Michigan","3929","288"
"1400000US26093743900","Census Tract 7439, Livingston County, Michigan","3573","180"
"1400000US26093744200","Census Tract 7442, Livingston County, Michigan","3713","239"
"1400000US26093744400","Census Tract 7444, Livingston County, Michigan","2113","127"
"1400000US26093744600","Census Tract 7446, Livingston County, Michigan","2034","216"
"1400000US26093744700","Census Tract 7447, Livingston County, Michigan","3194","203"
"1400000US26093744800","Census Tract 7448, Livingston County, Michigan","4559","218"
"1400000US26093744900","Census Tract 7449, Livingston County, Michigan","3194","247"
"1400000US26095960100","Census Tract 9601, Luce County, Michigan","4372","130"
"1400000US26095960200","Census Tract 9602, Luce County, Michigan","1966","130"
"1400000US26095980000","Census Tract 9800, Luce County, Michigan","0","10"
"1400000US26095990000","Census Tract 9900, Luce County, Michigan","0","10"
"1400000US26097950100","Census Tract 9501, Mackinac County, Michigan","1403","173"
"1400000US26097950200","Census Tract 9502, Mackinac County, Michigan","2439","151"
"1400000US26097950300","Census Tract 9503, Mackinac County, Michigan","1681","179"
"1400000US26097950400","Census Tract 9504, Mackinac County, Michigan","2927","289"
"1400000US26097950500","Census Tract 9505, Mackinac County, Michigan","2330","160"
"1400000US26097990000","Census Tract 9900, Mackinac County, Michigan","0","10"
"1400000US26099206700","Census Tract 2067, Macomb County, Michigan","3836","317"
"1400000US26099210000","Census Tract 2100, Macomb County, Michigan","4514","46"
"1400000US26099211000","Census Tract 2110, Macomb County, Michigan","5869","20"
"1400000US26099212000","Census Tract 2120, Macomb County, Michigan","5509","20"
"1400000US26099214000","Census Tract 2140, Macomb County, Michigan","2855","205"
"1400000US26099214500","Census Tract 2145, Macomb County, Michigan","4351","220"
"1400000US26099215000","Census Tract 2150, Macomb County, Michigan","5765","341"
"1400000US26099215200","Census Tract 2152, Macomb County, Michigan","8039","486"
"1400000US26099215300","Census Tract 2153, Macomb County, Michigan","4452","293"
"1400000US26099215500","Census Tract 2155, Macomb County, Michigan","7706","590"
"1400000US26099216000","Census Tract 2160, Macomb County, Michigan","4010","19"
"1400000US26099217000","Census Tract 2170, Macomb County, Michigan","2554","330"
"1400000US26099218000","Census Tract 2180, Macomb County, Michigan","8230","334"
"1400000US26099220001","Census Tract 2200.01, Macomb County, Michigan","7631","232"
"1400000US26099220002","Census Tract 2200.02, Macomb County, Michigan","4727","230"
"1400000US26099221100","Census Tract 2211, Macomb County, Michigan","7116","436"
"1400000US26099221200","Census Tract 2212, Macomb County, Michigan","6004","317"
"1400000US26099221500","Census Tract 2215, Macomb County, Michigan","1394","107"
"1400000US26099221800","Census Tract 2218, Macomb County, Michigan","5232","210"
"1400000US26099222101","Census Tract 2221.01, Macomb County, Michigan","5665","935"
"1400000US26099222102","Census Tract 2221.02, Macomb County, Michigan","9167","552"
"1400000US26099222500","Census Tract 2225, Macomb County, Michigan","3961","238"
"1400000US26099222800","Census Tract 2228, Macomb County, Michigan","3273","194"
"1400000US26099223400","Census Tract 2234, Macomb County, Michigan","10741","425"
"1400000US26099223500","Census Tract 2235, Macomb County, Michigan","1552","120"
"1400000US26099223800","Census Tract 2238, Macomb County, Michigan","16096","581"
"1400000US26099223900","Census Tract 2239, Macomb County, Michigan","8322","370"
