"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"2720","281","1400000US26077000100","Census Tract 1, Kalamazoo County, Michigan"
"2183","421","1400000US26077000201","Census Tract 2.01, Kalamazoo County, Michigan"
"909","174","1400000US26077000202","Census Tract 2.02, Kalamazoo County, Michigan"
"4203","444","1400000US26077000300","Census Tract 3, Kalamazoo County, Michigan"
"4086","345","1400000US26077000500","Census Tract 5, Kalamazoo County, Michigan"
"5227","645","1400000US26077000600","Census Tract 6, Kalamazoo County, Michigan"
"842","196","1400000US26077000900","Census Tract 9, Kalamazoo County, Michigan"
"5874","676","1400000US26077001000","Census Tract 10, Kalamazoo County, Michigan"
"1846","176","1400000US26077001100","Census Tract 11, Kalamazoo County, Michigan"
"2759","172","1400000US26077001200","Census Tract 12, Kalamazoo County, Michigan"
"1969","116","1400000US26077001300","Census Tract 13, Kalamazoo County, Michigan"
"4517","346","1400000US26077001501","Census Tract 15.01, Kalamazoo County, Michigan"
"4446","393","1400000US26077001502","Census Tract 15.02, Kalamazoo County, Michigan"
"4834","415","1400000US26077001503","Census Tract 15.03, Kalamazoo County, Michigan"
"5120","789","1400000US26077001504","Census Tract 15.04, Kalamazoo County, Michigan"
"8093","769","1400000US26077001506","Census Tract 15.06, Kalamazoo County, Michigan"
"6679","580","1400000US26077001507","Census Tract 15.07, Kalamazoo County, Michigan"
"2804","220","1400000US26077001601","Census Tract 16.01, Kalamazoo County, Michigan"
"1674","129","1400000US26077001603","Census Tract 16.03, Kalamazoo County, Michigan"
"1843","150","1400000US26077001604","Census Tract 16.04, Kalamazoo County, Michigan"
"3573","329","1400000US26077001701","Census Tract 17.01, Kalamazoo County, Michigan"
"3748","299","1400000US26077001702","Census Tract 17.02, Kalamazoo County, Michigan"
"3946","336","1400000US26077001801","Census Tract 18.01, Kalamazoo County, Michigan"
"4779","380","1400000US26077001802","Census Tract 18.02, Kalamazoo County, Michigan"
"2230","206","1400000US26077001803","Census Tract 18.03, Kalamazoo County, Michigan"
"6077","422","1400000US26077001905","Census Tract 19.05, Kalamazoo County, Michigan"
"4688","364","1400000US26077001906","Census Tract 19.06, Kalamazoo County, Michigan"
"4096","252","1400000US26077001907","Census Tract 19.07, Kalamazoo County, Michigan"
"3830","232","1400000US26077002002","Census Tract 20.02, Kalamazoo County, Michigan"
"6041","357","1400000US26077002003","Census Tract 20.03, Kalamazoo County, Michigan"
"4134","200","1400000US26077002004","Census Tract 20.04, Kalamazoo County, Michigan"
"4134","235","1400000US26077002005","Census Tract 20.05, Kalamazoo County, Michigan"
"7910","452","1400000US26077002101","Census Tract 21.01, Kalamazoo County, Michigan"
"2960","249","1400000US26077002102","Census Tract 21.02, Kalamazoo County, Michigan"
"2319","207","1400000US26077002201","Census Tract 22.01, Kalamazoo County, Michigan"
"8188","329","1400000US26077002202","Census Tract 22.02, Kalamazoo County, Michigan"
"4869","30","1400000US26077002601","Census Tract 26.01, Kalamazoo County, Michigan"
"8122","21","1400000US26077002700","Census Tract 27, Kalamazoo County, Michigan"
"4489","382","1400000US26077002801","Census Tract 28.01, Kalamazoo County, Michigan"
"6249","382","1400000US26077002802","Census Tract 28.02, Kalamazoo County, Michigan"
"3913","19","1400000US26077002901","Census Tract 29.01, Kalamazoo County, Michigan"
"5566","465","1400000US26077002903","Census Tract 29.03, Kalamazoo County, Michigan"
"8877","486","1400000US26077002904","Census Tract 29.04, Kalamazoo County, Michigan"
"8402","482","1400000US26077002905","Census Tract 29.05, Kalamazoo County, Michigan"
"2293","119","1400000US26077003002","Census Tract 30.02, Kalamazoo County, Michigan"
"8850","286","1400000US26077003003","Census Tract 30.03, Kalamazoo County, Michigan"
"7814","288","1400000US26077003004","Census Tract 30.04, Kalamazoo County, Michigan"
"6384","24","1400000US26077003302","Census Tract 33.02, Kalamazoo County, Michigan"
"3872","148","1400000US26077003400","Census Tract 34, Kalamazoo County, Michigan"
"4551","346","1400000US26077003500","Census Tract 35, Kalamazoo County, Michigan"
"4180","294","1400000US26077005501","Census Tract 55.01, Kalamazoo County, Michigan"
"5508","410","1400000US26077005502","Census Tract 55.02, Kalamazoo County, Michigan"
"3567","203","1400000US26077006102","Census Tract 61.02, Kalamazoo County, Michigan"
"5271","206","1400000US26077006103","Census Tract 61.03, Kalamazoo County, Michigan"
"4459","19","1400000US26077006601","Census Tract 66.01, Kalamazoo County, Michigan"
"2714","139","1400000US26077006701","Census Tract 67.01, Kalamazoo County, Michigan"
"6342","332","1400000US26077006702","Census Tract 67.02, Kalamazoo County, Michigan"
"4667","297","1400000US26079950200","Census Tract 9502, Kalkaska County, Michigan"
"5234","270","1400000US26079950300","Census Tract 9503, Kalkaska County, Michigan"
"3702","205","1400000US26079950400","Census Tract 9504, Kalkaska County, Michigan"
"2093","149","1400000US26079950601","Census Tract 9506.01, Kalkaska County, Michigan"
"1767","122","1400000US26079950602","Census Tract 9506.02, Kalkaska County, Michigan"
"2269","141","1400000US26081000100","Census Tract 1, Kent County, Michigan"
"2331","349","1400000US26081000200","Census Tract 2, Kent County, Michigan"
"5230","469","1400000US26081000300","Census Tract 3, Kent County, Michigan"
"3045","207","1400000US26081000400","Census Tract 4, Kent County, Michigan"
"3979","238","1400000US26081000500","Census Tract 5, Kent County, Michigan"
"4280","278","1400000US26081000600","Census Tract 6, Kent County, Michigan"
"3071","201","1400000US26081000700","Census Tract 7, Kent County, Michigan"
"3261","401","1400000US26081000800","Census Tract 8, Kent County, Michigan"
"3255","277","1400000US26081000900","Census Tract 9, Kent County, Michigan"
"4415","324","1400000US26081001000","Census Tract 10, Kent County, Michigan"
"5936","519","1400000US26081001101","Census Tract 11.01, Kent County, Michigan"
"4350","240","1400000US26081001102","Census Tract 11.02, Kent County, Michigan"
"3341","246","1400000US26081001200","Census Tract 12, Kent County, Michigan"
"3077","410","1400000US26081001300","Census Tract 13, Kent County, Michigan"
"2279","204","1400000US26081001400","Census Tract 14, Kent County, Michigan"
"3406","390","1400000US26081001500","Census Tract 15, Kent County, Michigan"
"5782","638","1400000US26081001600","Census Tract 16, Kent County, Michigan"
"4497","416","1400000US26081001700","Census Tract 17, Kent County, Michigan"
"6384","316","1400000US26081001800","Census Tract 18, Kent County, Michigan"
"5413","460","1400000US26081001900","Census Tract 19, Kent County, Michigan"
"2061","284","1400000US26081002000","Census Tract 20, Kent County, Michigan"
"3174","345","1400000US26081002100","Census Tract 21, Kent County, Michigan"
"4960","586","1400000US26081002200","Census Tract 22, Kent County, Michigan"
"3923","300","1400000US26081002300","Census Tract 23, Kent County, Michigan"
"3034","230","1400000US26081002400","Census Tract 24, Kent County, Michigan"
"4686","520","1400000US26081002500","Census Tract 25, Kent County, Michigan"
"4279","419","1400000US26081002600","Census Tract 26, Kent County, Michigan"
"3445","356","1400000US26081002700","Census Tract 27, Kent County, Michigan"
"1528","194","1400000US26081002800","Census Tract 28, Kent County, Michigan"
"1358","189","1400000US26081002900","Census Tract 29, Kent County, Michigan"
"1825","188","1400000US26081003000","Census Tract 30, Kent County, Michigan"
"3765","510","1400000US26081003100","Census Tract 31, Kent County, Michigan"
"4842","499","1400000US26081003200","Census Tract 32, Kent County, Michigan"
"3984","491","1400000US26081003300","Census Tract 33, Kent County, Michigan"
"5123","299","1400000US26081003400","Census Tract 34, Kent County, Michigan"
"5259","485","1400000US26081003500","Census Tract 35, Kent County, Michigan"
"2699","360","1400000US26081003600","Census Tract 36, Kent County, Michigan"
"4520","410","1400000US26081003700","Census Tract 37, Kent County, Michigan"
"4765","521","1400000US26081003800","Census Tract 38, Kent County, Michigan"
"3602","326","1400000US26081003900","Census Tract 39, Kent County, Michigan"
"3765","345","1400000US26081004000","Census Tract 40, Kent County, Michigan"
"5366","427","1400000US26081004100","Census Tract 41, Kent County, Michigan"
"4485","343","1400000US26081004200","Census Tract 42, Kent County, Michigan"
"3905","230","1400000US26081004300","Census Tract 43, Kent County, Michigan"
"8214","446","1400000US26081004400","Census Tract 44, Kent County, Michigan"
"8573","772","1400000US26081004500","Census Tract 45, Kent County, Michigan"
"5726","625","1400000US26081004600","Census Tract 46, Kent County, Michigan"
"5998","330","1400000US26081010101","Census Tract 101.01, Kent County, Michigan"
"2577","287","1400000US26081010102","Census Tract 101.02, Kent County, Michigan"
"4401","197","1400000US26081010200","Census Tract 102, Kent County, Michigan"
"5534","174","1400000US26081010301","Census Tract 103.01, Kent County, Michigan"
"6033","171","1400000US26081010302","Census Tract 103.02, Kent County, Michigan"
"5290","108","1400000US26081010401","Census Tract 104.01, Kent County, Michigan"
"4279","107","1400000US26081010402","Census Tract 104.02, Kent County, Michigan"
"12143","197","1400000US26081010600","Census Tract 106, Kent County, Michigan"
"5751","256","1400000US26081010700","Census Tract 107, Kent County, Michigan"
"8434","182","1400000US26081010801","Census Tract 108.01, Kent County, Michigan"
"6219","21","1400000US26081010802","Census Tract 108.02, Kent County, Michigan"
"3899","50","1400000US26081010902","Census Tract 109.02, Kent County, Michigan"
"7208","256","1400000US26081010903","Census Tract 109.03, Kent County, Michigan"
"7355","260","1400000US26081010904","Census Tract 109.04, Kent County, Michigan"
"4175","200","1400000US26081011001","Census Tract 110.01, Kent County, Michigan"
"4272","204","1400000US26081011002","Census Tract 110.02, Kent County, Michigan"
"4741","238","1400000US26081011101","Census Tract 111.01, Kent County, Michigan"
"5231","239","1400000US26081011102","Census Tract 111.02, Kent County, Michigan"
"4231","222","1400000US26081011200","Census Tract 112, Kent County, Michigan"
"4823","243","1400000US26081011301","Census Tract 113.01, Kent County, Michigan"
"6337","416","1400000US26081011302","Census Tract 113.02, Kent County, Michigan"
"2436","227","1400000US26081011401","Census Tract 114.01, Kent County, Michigan"
"2786","195","1400000US26081011403","Census Tract 114.03, Kent County, Michigan"
"3087","163","1400000US26081011405","Census Tract 114.05, Kent County, Michigan"
"5623","316","1400000US26081011406","Census Tract 114.06, Kent County, Michigan"
"7485","351","1400000US26081011500","Census Tract 115, Kent County, Michigan"
"7256","326","1400000US26081011600","Census Tract 116, Kent County, Michigan"
"5330","316","1400000US26081011701","Census Tract 117.01, Kent County, Michigan"
"4697","340","1400000US26081011702","Census Tract 117.02, Kent County, Michigan"
"7470","306","1400000US26081011801","Census Tract 118.01, Kent County, Michigan"
"4826","327","1400000US26081011803","Census Tract 118.03, Kent County, Michigan"
"5296","255","1400000US26081011804","Census Tract 118.04, Kent County, Michigan"
"6846","269","1400000US26081011901","Census Tract 119.01, Kent County, Michigan"
"7545","269","1400000US26081011902","Census Tract 119.02, Kent County, Michigan"
"6459","310","1400000US26081012002","Census Tract 120.02, Kent County, Michigan"
"7162","373","1400000US26081012003","Census Tract 120.03, Kent County, Michigan"
"4953","182","1400000US26081012004","Census Tract 120.04, Kent County, Michigan"
"6885","330","1400000US26081012201","Census Tract 122.01, Kent County, Michigan"
"6899","272","1400000US26081012202","Census Tract 122.02, Kent County, Michigan"
"5039","221","1400000US26081012203","Census Tract 122.03, Kent County, Michigan"
"3383","180","1400000US26081012300","Census Tract 123, Kent County, Michigan"
"4116","170","1400000US26081012400","Census Tract 124, Kent County, Michigan"
"4862","170","1400000US26081012500","Census Tract 125, Kent County, Michigan"
"6038","411","1400000US26081012604","Census Tract 126.04, Kent County, Michigan"
"3163","220","1400000US26081012605","Census Tract 126.05, Kent County, Michigan"
"5550","544","1400000US26081012606","Census Tract 126.06, Kent County, Michigan"
"5793","368","1400000US26081012607","Census Tract 126.07, Kent County, Michigan"
"3670","269","1400000US26081012608","Census Tract 126.08, Kent County, Michigan"
"7270","393","1400000US26081012701","Census Tract 127.01, Kent County, Michigan"
"4368","211","1400000US26081012702","Census Tract 127.02, Kent County, Michigan"
"5250","361","1400000US26081012703","Census Tract 127.03, Kent County, Michigan"
"4285","298","1400000US26081012800","Census Tract 128, Kent County, Michigan"
"5174","405","1400000US26081012901","Census Tract 129.01, Kent County, Michigan"
"5068","373","1400000US26081012902","Census Tract 129.02, Kent County, Michigan"
"3483","220","1400000US26081013000","Census Tract 130, Kent County, Michigan"
"5621","273","1400000US26081013100","Census Tract 131, Kent County, Michigan"
"6848","292","1400000US26081013200","Census Tract 132, Kent County, Michigan"
"5436","353","1400000US26081013300","Census Tract 133, Kent County, Michigan"
"5603","356","1400000US26081013400","Census Tract 134, Kent County, Michigan"
"5114","403","1400000US26081013500","Census Tract 135, Kent County, Michigan"
"2367","272","1400000US26081013600","Census Tract 136, Kent County, Michigan"
"6662","631","1400000US26081013700","Census Tract 137, Kent County, Michigan"
"1491","171","1400000US26081013801","Census Tract 138.01, Kent County, Michigan"
"7075","547","1400000US26081013802","Census Tract 138.02, Kent County, Michigan"
"6333","369","1400000US26081013900","Census Tract 139, Kent County, Michigan"
"7269","675","1400000US26081014000","Census Tract 140, Kent County, Michigan"
"1892","156","1400000US26081014100","Census Tract 141, Kent County, Michigan"
"3962","410","1400000US26081014200","Census Tract 142, Kent County, Michigan"
"3192","271","1400000US26081014300","Census Tract 143, Kent County, Michigan"
"11347","617","1400000US26081014501","Census Tract 145.01, Kent County, Michigan"
"7864","487","1400000US26081014502","Census Tract 145.02, Kent County, Michigan"
"8537","437","1400000US26081014601","Census Tract 146.01, Kent County, Michigan"
"10648","383","1400000US26081014602","Census Tract 146.02, Kent County, Michigan"
"4067","357","1400000US26081014701","Census Tract 147.01, Kent County, Michigan"
"4965","412","1400000US26081014703","Census Tract 147.03, Kent County, Michigan"
"3139","284","1400000US26081014704","Census Tract 147.04, Kent County, Michigan"
"3220","221","1400000US26081014803","Census Tract 148.03, Kent County, Michigan"
"8015","368","1400000US26081014804","Census Tract 148.04, Kent County, Michigan"
"7400","379","1400000US26081014805","Census Tract 148.05, Kent County, Michigan"
"5748","243","1400000US26081014806","Census Tract 148.06, Kent County, Michigan"
"8374","247","1400000US26081014807","Census Tract 148.07, Kent County, Michigan"
"2127","4","1400000US26083000100","Census Tract 1, Keweenaw County, Michigan"
"3","4","1400000US26083980100","Census Tract 9801, Keweenaw County, Michigan"
"0","10","1400000US26083990100","Census Tract 9901, Keweenaw County, Michigan"
"2539","164","1400000US26085960100","Census Tract 9601, Lake County, Michigan"
"3507","214","1400000US26085961100","Census Tract 9611, Lake County, Michigan"
"2605","199","1400000US26085961200","Census Tract 9612, Lake County, Michigan"
"3112","138","1400000US26085961300","Census Tract 9613, Lake County, Michigan"
"3777","120","1400000US26087330000","Census Tract 3300, Lapeer County, Michigan"
"3013","113","1400000US26087330500","Census Tract 3305, Lapeer County, Michigan"
"1729","120","1400000US26087331000","Census Tract 3310, Lapeer County, Michigan"
"2804","119","1400000US26087331500","Census Tract 3315, Lapeer County, Michigan"
"5702","20","1400000US26087332000","Census Tract 3320, Lapeer County, Michigan"
"3593","21","1400000US26087332500","Census Tract 3325, Lapeer County, Michigan"
"3109","16","1400000US26087333000","Census Tract 3330, Lapeer County, Michigan"
"5470","190","1400000US26087333500","Census Tract 3335, Lapeer County, Michigan"
"2626","199","1400000US26087334000","Census Tract 3340, Lapeer County, Michigan"
"2218","116","1400000US26087334500","Census Tract 3345, Lapeer County, Michigan"
"5246","33","1400000US26087336000","Census Tract 3360, Lapeer County, Michigan"
"1222","193","1400000US26087336500","Census Tract 3365, Lapeer County, Michigan"
"3123","254","1400000US26087337000","Census Tract 3370, Lapeer County, Michigan"
"4155","248","1400000US26087337500","Census Tract 3375, Lapeer County, Michigan"
"5099","74","1400000US26087338000","Census Tract 3380, Lapeer County, Michigan"
"4746","17","1400000US26087338500","Census Tract 3385, Lapeer County, Michigan"
"3125","26","1400000US26087339000","Census Tract 3390, Lapeer County, Michigan"
"3581","17","1400000US26087339500","Census Tract 3395, Lapeer County, Michigan"
"3997","39","1400000US26087340000","Census Tract 3400, Lapeer County, Michigan"
"2796","46","1400000US26087340500","Census Tract 3405, Lapeer County, Michigan"
"4756","20","1400000US26087341000","Census Tract 3410, Lapeer County, Michigan"
"4266","22","1400000US26087341500","Census Tract 3415, Lapeer County, Michigan"
"4501","17","1400000US26087342000","Census Tract 3420, Lapeer County, Michigan"
"3548","115","1400000US26087342100","Census Tract 3421, Lapeer County, Michigan"
"2205","175","1400000US26089970100","Census Tract 9701, Leelanau County, Michigan"
"5335","139","1400000US26089970200","Census Tract 9702, Leelanau County, Michigan"
"2585","185","1400000US26089970300","Census Tract 9703, Leelanau County, Michigan"
"1459","123","1400000US26089970400","Census Tract 9704, Leelanau County, Michigan"
"4836","199","1400000US26089970500","Census Tract 9705, Leelanau County, Michigan"
"5219","270","1400000US26089970600","Census Tract 9706, Leelanau County, Michigan"
"0","10","1400000US26089990000","Census Tract 9900, Leelanau County, Michigan"
"3804","178","1400000US26091060100","Census Tract 601, Lenawee County, Michigan"
"4789","226","1400000US26091060301","Census Tract 603.01, Lenawee County, Michigan"
"3961","209","1400000US26091060302","Census Tract 603.02, Lenawee County, Michigan"
"3499","67","1400000US26091060401","Census Tract 604.01, Lenawee County, Michigan"
"3249","23","1400000US26091060402","Census Tract 604.02, Lenawee County, Michigan"
"3376","163","1400000US26091060500","Census Tract 605, Lenawee County, Michigan"
"5522","248","1400000US26091060600","Census Tract 606, Lenawee County, Michigan"
"7131","211","1400000US26091060700","Census Tract 607, Lenawee County, Michigan"
"3346","250","1400000US26091060800","Census Tract 608, Lenawee County, Michigan"
"1820","127","1400000US26091061200","Census Tract 612, Lenawee County, Michigan"
"4083","445","1400000US26091061301","Census Tract 613.01, Lenawee County, Michigan"
"2974","343","1400000US26091061302","Census Tract 613.02, Lenawee County, Michigan"
"3526","297","1400000US26091061400","Census Tract 614, Lenawee County, Michigan"
"5894","357","1400000US26091061500","Census Tract 615, Lenawee County, Michigan"
"3666","371","1400000US26091061600","Census Tract 616, Lenawee County, Michigan"
"9719","549","1400000US26091061700","Census Tract 617, Lenawee County, Michigan"
"3891","260","1400000US26091061800","Census Tract 618, Lenawee County, Michigan"
"4594","294","1400000US26091061900","Census Tract 619, Lenawee County, Michigan"
"2678","166","1400000US26091062000","Census Tract 620, Lenawee County, Michigan"
"4026","197","1400000US26091062100","Census Tract 621, Lenawee County, Michigan"
"2492","133","1400000US26091062200","Census Tract 622, Lenawee County, Michigan"
"5305","297","1400000US26091062300","Census Tract 623, Lenawee County, Michigan"
"5129","236","1400000US26091062400","Census Tract 624, Lenawee County, Michigan"
"2590","127","1400000US26093710100","Census Tract 7101, Livingston County, Michigan"
"4150","212","1400000US26093710300","Census Tract 7103, Livingston County, Michigan"
"1843","103","1400000US26093710500","Census Tract 7105, Livingston County, Michigan"
"1765","111","1400000US26093710700","Census Tract 7107, Livingston County, Michigan"
"4241","33","1400000US26093711000","Census Tract 7110, Livingston County, Michigan"
"3110","204","1400000US26093712101","Census Tract 7121.01, Livingston County, Michigan"
"2867","149","1400000US26093712102","Census Tract 7121.02, Livingston County, Michigan"
"4436","202","1400000US26093712601","Census Tract 7126.01, Livingston County, Michigan"
"3578","197","1400000US26093712602","Census Tract 7126.02, Livingston County, Michigan"
"4773","269","1400000US26093713100","Census Tract 7131, Livingston County, Michigan"
"1626","93","1400000US26093713300","Census Tract 7133, Livingston County, Michigan"
"3712","190","1400000US26093713500","Census Tract 7135, Livingston County, Michigan"
"4816","254","1400000US26093713700","Census Tract 7137, Livingston County, Michigan"
"3583","16","1400000US26093720100","Census Tract 7201, Livingston County, Michigan"
"3335","21","1400000US26093721100","Census Tract 7211, Livingston County, Michigan"
"3169","134","1400000US26093722100","Census Tract 7221, Livingston County, Michigan"
"2874","20","1400000US26093722300","Census Tract 7223, Livingston County, Michigan"
"2235","137","1400000US26093722500","Census Tract 7225, Livingston County, Michigan"
"2279","124","1400000US26093724001","Census Tract 7240.01, Livingston County, Michigan"
"2303","136","1400000US26093724002","Census Tract 7240.02, Livingston County, Michigan"
"2444","138","1400000US26093724003","Census Tract 7240.03, Livingston County, Michigan"
"4925","235","1400000US26093725000","Census Tract 7250, Livingston County, Michigan"
"4844","298","1400000US26093725100","Census Tract 7251, Livingston County, Michigan"
"2871","173","1400000US26093730101","Census Tract 7301.01, Livingston County, Michigan"
"4033","226","1400000US26093730102","Census Tract 7301.02, Livingston County, Michigan"
"3775","180","1400000US26093730600","Census Tract 7306, Livingston County, Michigan"
"3841","19","1400000US26093731100","Census Tract 7311, Livingston County, Michigan"
"3406","25","1400000US26093732100","Census Tract 7321, Livingston County, Michigan"
"1974","161","1400000US26093733100","Census Tract 7331, Livingston County, Michigan"
"2719","159","1400000US26093733601","Census Tract 7336.01, Livingston County, Michigan"
"3705","145","1400000US26093733602","Census Tract 7336.02, Livingston County, Michigan"
"3873","195","1400000US26093740200","Census Tract 7402, Livingston County, Michigan"
"2090","119","1400000US26093740300","Census Tract 7403, Livingston County, Michigan"
"2301","149","1400000US26093740500","Census Tract 7405, Livingston County, Michigan"
"2912","120","1400000US26093740600","Census Tract 7406, Livingston County, Michigan"
"2782","113","1400000US26093740700","Census Tract 7407, Livingston County, Michigan"
"2694","167","1400000US26093740800","Census Tract 7408, Livingston County, Michigan"
"1918","126","1400000US26093740900","Census Tract 7409, Livingston County, Michigan"
"2311","153","1400000US26093741100","Census Tract 7411, Livingston County, Michigan"
"1861","138","1400000US26093741601","Census Tract 7416.01, Livingston County, Michigan"
"3454","124","1400000US26093741602","Census Tract 7416.02, Livingston County, Michigan"
"3026","160","1400000US26093742201","Census Tract 7422.01, Livingston County, Michigan"
"2340","147","1400000US26093742202","Census Tract 7422.02, Livingston County, Michigan"
"1306","185","1400000US26093742401","Census Tract 7424.01, Livingston County, Michigan"
"3864","218","1400000US26093742402","Census Tract 7424.02, Livingston County, Michigan"
"2229","195","1400000US26093742500","Census Tract 7425, Livingston County, Michigan"
"3524","181","1400000US26093742700","Census Tract 7427, Livingston County, Michigan"
"3897","185","1400000US26093742900","Census Tract 7429, Livingston County, Michigan"
"2748","119","1400000US26093743300","Census Tract 7433, Livingston County, Michigan"
"3888","173","1400000US26093743400","Census Tract 7434, Livingston County, Michigan"
"1936","153","1400000US26093743500","Census Tract 7435, Livingston County, Michigan"
"2870","192","1400000US26093743600","Census Tract 7436, Livingston County, Michigan"
"2726","169","1400000US26093743700","Census Tract 7437, Livingston County, Michigan"
"3865","266","1400000US26093743800","Census Tract 7438, Livingston County, Michigan"
"3569","189","1400000US26093743900","Census Tract 7439, Livingston County, Michigan"
"3684","208","1400000US26093744200","Census Tract 7442, Livingston County, Michigan"
"2151","110","1400000US26093744400","Census Tract 7444, Livingston County, Michigan"
"2036","210","1400000US26093744600","Census Tract 7446, Livingston County, Michigan"
"3152","198","1400000US26093744700","Census Tract 7447, Livingston County, Michigan"
"4545","201","1400000US26093744800","Census Tract 7448, Livingston County, Michigan"
"3108","224","1400000US26093744900","Census Tract 7449, Livingston County, Michigan"
"4449","155","1400000US26095960100","Census Tract 9601, Luce County, Michigan"
"1915","155","1400000US26095960200","Census Tract 9602, Luce County, Michigan"
"0","10","1400000US26095980000","Census Tract 9800, Luce County, Michigan"
"0","10","1400000US26095990000","Census Tract 9900, Luce County, Michigan"
"1442","153","1400000US26097950100","Census Tract 9501, Mackinac County, Michigan"
"2393","171","1400000US26097950200","Census Tract 9502, Mackinac County, Michigan"
"1792","170","1400000US26097950300","Census Tract 9503, Mackinac County, Michigan"
"2883","204","1400000US26097950400","Census Tract 9504, Mackinac County, Michigan"
"2307","145","1400000US26097950500","Census Tract 9505, Mackinac County, Michigan"
"0","10","1400000US26097990000","Census Tract 9900, Mackinac County, Michigan"
"3916","324","1400000US26099206700","Census Tract 2067, Macomb County, Michigan"
"4482","92","1400000US26099210000","Census Tract 2100, Macomb County, Michigan"
"5874","17","1400000US26099211000","Census Tract 2110, Macomb County, Michigan"
"5500","20","1400000US26099212000","Census Tract 2120, Macomb County, Michigan"
"2621","201","1400000US26099214000","Census Tract 2140, Macomb County, Michigan"
"4641","234","1400000US26099214500","Census Tract 2145, Macomb County, Michigan"
"5797","357","1400000US26099215000","Census Tract 2150, Macomb County, Michigan"
"7604","386","1400000US26099215200","Census Tract 2152, Macomb County, Michigan"
"4347","241","1400000US26099215300","Census Tract 2153, Macomb County, Michigan"
"7625","525","1400000US26099215500","Census Tract 2155, Macomb County, Michigan"
"3989","30","1400000US26099216000","Census Tract 2160, Macomb County, Michigan"
"2879","304","1400000US26099217000","Census Tract 2170, Macomb County, Michigan"
"7864","304","1400000US26099218000","Census Tract 2180, Macomb County, Michigan"
"7787","240","1400000US26099220001","Census Tract 2200.01, Macomb County, Michigan"
"4578","240","1400000US26099220002","Census Tract 2200.02, Macomb County, Michigan"
"6956","443","1400000US26099221100","Census Tract 2211, Macomb County, Michigan"
"6081","363","1400000US26099221200","Census Tract 2212, Macomb County, Michigan"
"1366","117","1400000US26099221500","Census Tract 2215, Macomb County, Michigan"
"5227","247","1400000US26099221800","Census Tract 2218, Macomb County, Michigan"
"5530","834","1400000US26099222101","Census Tract 2221.01, Macomb County, Michigan"
"8877","553","1400000US26099222102","Census Tract 2221.02, Macomb County, Michigan"
"3933","203","1400000US26099222500","Census Tract 2225, Macomb County, Michigan"
"3232","222","1400000US26099222800","Census Tract 2228, Macomb County, Michigan"
"10525","402","1400000US26099223400","Census Tract 2234, Macomb County, Michigan"
"1629","107","1400000US26099223500","Census Tract 2235, Macomb County, Michigan"
"15474","433","1400000US26099223800","Census Tract 2238, Macomb County, Michigan"
"8330","428","1400000US26099223900","Census Tract 2239, Macomb County, Michigan"
"13510","400","1400000US26099224000","Census Tract 2240, Macomb County, Michigan"
"9283","296","1400000US26099224100","Census Tract 2241, Macomb County, Michigan"
"8605","420","1400000US26099224200","Census Tract 2242, Macomb County, Michigan"
"4882","381","1400000US26099224300","Census Tract 2243, Macomb County, Michigan"
"5436","257","1400000US26099224400","Census Tract 2244, Macomb County, Michigan"
"4099","237","1400000US26099224500","Census Tract 2245, Macomb County, Michigan"
"6435","383","1400000US26099224600","Census Tract 2246, Macomb County, Michigan"
"2882","290","1400000US26099225100","Census Tract 2251, Macomb County, Michigan"
"6779","448","1400000US26099225200","Census Tract 2252, Macomb County, Michigan"
"4679","223","1400000US26099225300","Census Tract 2253, Macomb County, Michigan"
"7578","485","1400000US26099225400","Census Tract 2254, Macomb County, Michigan"
"5599","366","1400000US26099225500","Census Tract 2255, Macomb County, Michigan"
"4544","366","1400000US26099225600","Census Tract 2256, Macomb County, Michigan"
"6002","609","1400000US26099225701","Census Tract 2257.01, Macomb County, Michigan"
"1762","108","1400000US26099225702","Census Tract 2257.02, Macomb County, Michigan"
"7186","626","1400000US26099225800","Census Tract 2258, Macomb County, Michigan"
"5213","279","1400000US26099225900","Census Tract 2259, Macomb County, Michigan"
"7483","358","1400000US26099226100","Census Tract 2261, Macomb County, Michigan"
"2642","224","1400000US26099226400","Census Tract 2264, Macomb County, Michigan"
"4756","283","1400000US26099226700","Census Tract 2267, Macomb County, Michigan"
"7177","374","1400000US26099227000","Census Tract 2270, Macomb County, Michigan"
"4251","264","1400000US26099227300","Census Tract 2273, Macomb County, Michigan"
"3382","110","1400000US26099228000","Census Tract 2280, Macomb County, Michigan"
"1563","109","1400000US26099228100","Census Tract 2281, Macomb County, Michigan"
"4540","437","1400000US26099230000","Census Tract 2300, Macomb County, Michigan"
"4942","299","1400000US26099230200","Census Tract 2302, Macomb County, Michigan"
"4541","257","1400000US26099230300","Census Tract 2303, Macomb County, Michigan"
"3533","188","1400000US26099230400","Census Tract 2304, Macomb County, Michigan"
"3676","390","1400000US26099230500","Census Tract 2305, Macomb County, Michigan"
"7115","290","1400000US26099230601","Census Tract 2306.01, Macomb County, Michigan"
"6373","327","1400000US26099230602","Census Tract 2306.02, Macomb County, Michigan"
"5368","334","1400000US26099230700","Census Tract 2307, Macomb County, Michigan"
"4861","419","1400000US26099230800","Census Tract 2308, Macomb County, Michigan"
