"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"3455","219","1400000US26109960400","Census Tract 9604, Menominee County, Michigan"
"3011","190","1400000US26109960500","Census Tract 9605, Menominee County, Michigan"
"3894","211","1400000US26109960600","Census Tract 9606, Menominee County, Michigan"
"3148","186","1400000US26109960700","Census Tract 9607, Menominee County, Michigan"
"0","10","1400000US26109990000","Census Tract 9900, Menominee County, Michigan"
"3579","334","1400000US26111290100","Census Tract 2901, Midland County, Michigan"
"3531","374","1400000US26111290200","Census Tract 2902, Midland County, Michigan"
"3821","204","1400000US26111290300","Census Tract 2903, Midland County, Michigan"
"2295","187","1400000US26111290400","Census Tract 2904, Midland County, Michigan"
"1885","114","1400000US26111290500","Census Tract 2905, Midland County, Michigan"
"2547","224","1400000US26111290600","Census Tract 2906, Midland County, Michigan"
"3582","238","1400000US26111290700","Census Tract 2907, Midland County, Michigan"
"5182","331","1400000US26111290800","Census Tract 2908, Midland County, Michigan"
"7972","423","1400000US26111290900","Census Tract 2909, Midland County, Michigan"
"6062","323","1400000US26111291000","Census Tract 2910, Midland County, Michigan"
"3702","152","1400000US26111291101","Census Tract 2911.01, Midland County, Michigan"
"9717","409","1400000US26111291102","Census Tract 2911.02, Midland County, Michigan"
"5496","282","1400000US26111291200","Census Tract 2912, Midland County, Michigan"
"4496","149","1400000US26111291300","Census Tract 2913, Midland County, Michigan"
"3909","187","1400000US26111291400","Census Tract 2914, Midland County, Michigan"
"4282","33","1400000US26111291500","Census Tract 2915, Midland County, Michigan"
"2533","23","1400000US26111291601","Census Tract 2916.01, Midland County, Michigan"
"4698","20","1400000US26111291602","Census Tract 2916.02, Midland County, Michigan"
"4100","217","1400000US26111291700","Census Tract 2917, Midland County, Michigan"
"4110","193","1400000US26113960100","Census Tract 9601, Missaukee County, Michigan"
"3155","190","1400000US26113960200","Census Tract 9602, Missaukee County, Michigan"
"4859","182","1400000US26113960300","Census Tract 9603, Missaukee County, Michigan"
"2882","127","1400000US26113960400","Census Tract 9604, Missaukee County, Michigan"
"3447","173","1400000US26115830100","Census Tract 8301, Monroe County, Michigan"
"5844","169","1400000US26115830200","Census Tract 8302, Monroe County, Michigan"
"3687","196","1400000US26115830300","Census Tract 8303, Monroe County, Michigan"
"4027","200","1400000US26115830400","Census Tract 8304, Monroe County, Michigan"
"3881","22","1400000US26115830500","Census Tract 8305, Monroe County, Michigan"
"2947","26","1400000US26115830600","Census Tract 8306, Monroe County, Michigan"
"3735","179","1400000US26115830700","Census Tract 8307, Monroe County, Michigan"
"6867","17","1400000US26115830800","Census Tract 8308, Monroe County, Michigan"
"2535","210","1400000US26115830900","Census Tract 8309, Monroe County, Michigan"
"3245","210","1400000US26115831000","Census Tract 8310, Monroe County, Michigan"
"2586","174","1400000US26115831100","Census Tract 8311, Monroe County, Michigan"
"6925","460","1400000US26115831200","Census Tract 8312, Monroe County, Michigan"
"4887","411","1400000US26115831300","Census Tract 8313, Monroe County, Michigan"
"6930","503","1400000US26115831400","Census Tract 8314, Monroe County, Michigan"
"3224","252","1400000US26115831500","Census Tract 8315, Monroe County, Michigan"
"3162","228","1400000US26115831600","Census Tract 8316, Monroe County, Michigan"
"3924","232","1400000US26115831700","Census Tract 8317, Monroe County, Michigan"
"1436","306","1400000US26115831800","Census Tract 8318, Monroe County, Michigan"
"1376","218","1400000US26115831900","Census Tract 8319, Monroe County, Michigan"
"1597","125","1400000US26115832000","Census Tract 8320, Monroe County, Michigan"
"3067","300","1400000US26115832100","Census Tract 8321, Monroe County, Michigan"
"1780","213","1400000US26115832200","Census Tract 8322, Monroe County, Michigan"
"4482","290","1400000US26115832300","Census Tract 8323, Monroe County, Michigan"
"4369","226","1400000US26115832400","Census Tract 8324, Monroe County, Michigan"
"4485","315","1400000US26115832500","Census Tract 8325, Monroe County, Michigan"
"2068","128","1400000US26115832600","Census Tract 8326, Monroe County, Michigan"
"2687","128","1400000US26115832700","Census Tract 8327, Monroe County, Michigan"
"4840","29","1400000US26115832800","Census Tract 8328, Monroe County, Michigan"
"4403","170","1400000US26115832900","Census Tract 8329, Monroe County, Michigan"
"4471","25","1400000US26115833000","Census Tract 8330, Monroe County, Michigan"
"5391","403","1400000US26115833100","Census Tract 8331, Monroe County, Michigan"
"4111","236","1400000US26115833200","Census Tract 8332, Monroe County, Michigan"
"6488","473","1400000US26115833300","Census Tract 8333, Monroe County, Michigan"
"5062","460","1400000US26115833500","Census Tract 8335, Monroe County, Michigan"
"2971","189","1400000US26115833600","Census Tract 8336, Monroe County, Michigan"
"2637","193","1400000US26115833700","Census Tract 8337, Monroe County, Michigan"
"4848","433","1400000US26115833800","Census Tract 8338, Monroe County, Michigan"
"5277","270","1400000US26115833900","Census Tract 8339, Monroe County, Michigan"
"0","10","1400000US26115990000","Census Tract 9900, Monroe County, Michigan"
"4384","221","1400000US26117970100","Census Tract 9701, Montcalm County, Michigan"
"3458","120","1400000US26117970200","Census Tract 9702, Montcalm County, Michigan"
"3307","237","1400000US26117970300","Census Tract 9703, Montcalm County, Michigan"
"3346","194","1400000US26117970400","Census Tract 9704, Montcalm County, Michigan"
"7508","303","1400000US26117970500","Census Tract 9705, Montcalm County, Michigan"
"5258","300","1400000US26117970600","Census Tract 9706, Montcalm County, Michigan"
"5525","287","1400000US26117970700","Census Tract 9707, Montcalm County, Michigan"
"4648","205","1400000US26117970800","Census Tract 9708, Montcalm County, Michigan"
"3205","185","1400000US26117970900","Census Tract 9709, Montcalm County, Michigan"
"6786","277","1400000US26117971000","Census Tract 9710, Montcalm County, Michigan"
"4901","276","1400000US26117971100","Census Tract 9711, Montcalm County, Michigan"
"5971","328","1400000US26117971200","Census Tract 9712, Montcalm County, Michigan"
"4912","291","1400000US26117971300","Census Tract 9713, Montcalm County, Michigan"
"2270","158","1400000US26119910100","Census Tract 9101, Montmorency County, Michigan"
"1478","118","1400000US26119910200","Census Tract 9102, Montmorency County, Michigan"
"1793","125","1400000US26119910300","Census Tract 9103, Montmorency County, Michigan"
"2370","143","1400000US26119910400","Census Tract 9104, Montmorency County, Michigan"
"1350","175","1400000US26119910500","Census Tract 9105, Montmorency County, Michigan"
"4926","428","1400000US26121000100","Census Tract 1, Muskegon County, Michigan"
"2977","405","1400000US26121000300","Census Tract 3, Muskegon County, Michigan"
"4887","452","1400000US26121000401","Census Tract 4.01, Muskegon County, Michigan"
"4403","396","1400000US26121000402","Census Tract 4.02, Muskegon County, Michigan"
"4747","434","1400000US26121000500","Census Tract 5, Muskegon County, Michigan"
"1557","302","1400000US26121000601","Census Tract 6.01, Muskegon County, Michigan"
"3174","397","1400000US26121000800","Census Tract 8, Muskegon County, Michigan"
"3467","284","1400000US26121000900","Census Tract 9, Muskegon County, Michigan"
"1171","109","1400000US26121001000","Census Tract 10, Muskegon County, Michigan"
"2408","272","1400000US26121001200","Census Tract 12, Muskegon County, Michigan"
"2365","281","1400000US26121001300","Census Tract 13, Muskegon County, Michigan"
"4074","360","1400000US26121001402","Census Tract 14.02, Muskegon County, Michigan"
"3789","19","1400000US26121001500","Census Tract 15, Muskegon County, Michigan"
"2577","226","1400000US26121001600","Census Tract 16, Muskegon County, Michigan"
"5022","228","1400000US26121001700","Census Tract 17, Muskegon County, Michigan"
"4817","267","1400000US26121001800","Census Tract 18, Muskegon County, Michigan"
"3822","240","1400000US26121001901","Census Tract 19.01, Muskegon County, Michigan"
"5089","385","1400000US26121001902","Census Tract 19.02, Muskegon County, Michigan"
"3764","266","1400000US26121002000","Census Tract 20, Muskegon County, Michigan"
"3469","408","1400000US26121002100","Census Tract 21, Muskegon County, Michigan"
"3806","32","1400000US26121002200","Census Tract 22, Muskegon County, Michigan"
"5716","357","1400000US26121002300","Census Tract 23, Muskegon County, Michigan"
"3264","199","1400000US26121002400","Census Tract 24, Muskegon County, Michigan"
"7222","366","1400000US26121002500","Census Tract 25, Muskegon County, Michigan"
"3808","434","1400000US26121002601","Census Tract 26.01, Muskegon County, Michigan"
"4347","331","1400000US26121002602","Census Tract 26.02, Muskegon County, Michigan"
"7910","340","1400000US26121002700","Census Tract 27, Muskegon County, Michigan"
"6098","337","1400000US26121002800","Census Tract 28, Muskegon County, Michigan"
"5463","34","1400000US26121002900","Census Tract 29, Muskegon County, Michigan"
"4377","155","1400000US26121003000","Census Tract 30, Muskegon County, Michigan"
"4674","269","1400000US26121003100","Census Tract 31, Muskegon County, Michigan"
"5382","270","1400000US26121003200","Census Tract 32, Muskegon County, Michigan"
"5172","219","1400000US26121003300","Census Tract 33, Muskegon County, Michigan"
"4057","254","1400000US26121003400","Census Tract 34, Muskegon County, Michigan"
"4172","310","1400000US26121003500","Census Tract 35, Muskegon County, Michigan"
"6613","283","1400000US26121003600","Census Tract 36, Muskegon County, Michigan"
"5526","321","1400000US26121003700","Census Tract 37, Muskegon County, Michigan"
"3449","199","1400000US26121003800","Census Tract 38, Muskegon County, Michigan"
"1910","131","1400000US26121003900","Census Tract 39, Muskegon County, Michigan"
"2139","147","1400000US26121004000","Census Tract 40, Muskegon County, Michigan"
"3545","323","1400000US26121004200","Census Tract 42, Muskegon County, Michigan"
"1888","239","1400000US26121004300","Census Tract 43, Muskegon County, Michigan"
"0","10","1400000US26121990000","Census Tract 9900, Muskegon County, Michigan"
"4314","192","1400000US26123970100","Census Tract 9701, Newaygo County, Michigan"
"3763","214","1400000US26123970300","Census Tract 9703, Newaygo County, Michigan"
"5209","209","1400000US26123970400","Census Tract 9704, Newaygo County, Michigan"
"4677","190","1400000US26123970500","Census Tract 9705, Newaygo County, Michigan"
"4199","197","1400000US26123970600","Census Tract 9706, Newaygo County, Michigan"
"4292","259","1400000US26123970700","Census Tract 9707, Newaygo County, Michigan"
"3279","191","1400000US26123970800","Census Tract 9708, Newaygo County, Michigan"
"4401","323","1400000US26123970900","Census Tract 9709, Newaygo County, Michigan"
"5060","250","1400000US26123971000","Census Tract 9710, Newaygo County, Michigan"
"4186","305","1400000US26123971100","Census Tract 9711, Newaygo County, Michigan"
"4762","205","1400000US26123971200","Census Tract 9712, Newaygo County, Michigan"
"3129","169","1400000US26125120000","Census Tract 1200, Oakland County, Michigan"
"3435","170","1400000US26125120300","Census Tract 1203, Oakland County, Michigan"
"3282","215","1400000US26125121000","Census Tract 1210, Oakland County, Michigan"
"4591","214","1400000US26125121400","Census Tract 1214, Oakland County, Michigan"
"3553","16","1400000US26125121500","Census Tract 1215, Oakland County, Michigan"
"5625","268","1400000US26125121700","Census Tract 1217, Oakland County, Michigan"
"4977","225","1400000US26125121800","Census Tract 1218, Oakland County, Michigan"
"3799","226","1400000US26125122200","Census Tract 1222, Oakland County, Michigan"
"6910","305","1400000US26125122400","Census Tract 1224, Oakland County, Michigan"
"3014","226","1400000US26125122700","Census Tract 1227, Oakland County, Michigan"
"2082","280","1400000US26125122900","Census Tract 1229, Oakland County, Michigan"
"2423","139","1400000US26125123000","Census Tract 1230, Oakland County, Michigan"
"3227","137","1400000US26125123100","Census Tract 1231, Oakland County, Michigan"
"5409","25","1400000US26125124000","Census Tract 1240, Oakland County, Michigan"
"6194","21","1400000US26125124500","Census Tract 1245, Oakland County, Michigan"
"3486","215","1400000US26125125000","Census Tract 1250, Oakland County, Michigan"
"2952","214","1400000US26125125600","Census Tract 1256, Oakland County, Michigan"
"2724","140","1400000US26125126200","Census Tract 1262, Oakland County, Michigan"
"4967","247","1400000US26125126300","Census Tract 1263, Oakland County, Michigan"
"3523","176","1400000US26125126400","Census Tract 1264, Oakland County, Michigan"
"3188","183","1400000US26125126500","Census Tract 1265, Oakland County, Michigan"
"5513","299","1400000US26125127000","Census Tract 1270, Oakland County, Michigan"
"5667","253","1400000US26125127100","Census Tract 1271, Oakland County, Michigan"
"1697","93","1400000US26125127200","Census Tract 1272, Oakland County, Michigan"
"4529","251","1400000US26125127300","Census Tract 1273, Oakland County, Michigan"
"1684","143","1400000US26125127400","Census Tract 1274, Oakland County, Michigan"
"7001","341","1400000US26125127500","Census Tract 1275, Oakland County, Michigan"
"4829","199","1400000US26125127600","Census Tract 1276, Oakland County, Michigan"
"6625","483","1400000US26125127700","Census Tract 1277, Oakland County, Michigan"
"3568","186","1400000US26125128000","Census Tract 1280, Oakland County, Michigan"
"2912","196","1400000US26125128100","Census Tract 1281, Oakland County, Michigan"
"3541","189","1400000US26125128200","Census Tract 1282, Oakland County, Michigan"
"4450","288","1400000US26125128300","Census Tract 1283, Oakland County, Michigan"
"4117","340","1400000US26125128400","Census Tract 1284, Oakland County, Michigan"
"3348","209","1400000US26125128500","Census Tract 1285, Oakland County, Michigan"
"3635","159","1400000US26125128600","Census Tract 1286, Oakland County, Michigan"
"2115","168","1400000US26125128700","Census Tract 1287, Oakland County, Michigan"
"1369","148","1400000US26125128800","Census Tract 1288, Oakland County, Michigan"
"6440","266","1400000US26125128900","Census Tract 1289, Oakland County, Michigan"
"3131","17","1400000US26125129000","Census Tract 1290, Oakland County, Michigan"
"3188","247","1400000US26125130000","Census Tract 1300, Oakland County, Michigan"
"2330","118","1400000US26125130100","Census Tract 1301, Oakland County, Michigan"
"5868","267","1400000US26125130200","Census Tract 1302, Oakland County, Michigan"
"3979","199","1400000US26125130300","Census Tract 1303, Oakland County, Michigan"
"2862","199","1400000US26125130400","Census Tract 1304, Oakland County, Michigan"
"2998","145","1400000US26125130500","Census Tract 1305, Oakland County, Michigan"
"2989","196","1400000US26125130600","Census Tract 1306, Oakland County, Michigan"
"6935","271","1400000US26125130700","Census Tract 1307, Oakland County, Michigan"
"2291","138","1400000US26125131100","Census Tract 1311, Oakland County, Michigan"
"5069","292","1400000US26125131300","Census Tract 1313, Oakland County, Michigan"
"2046","161","1400000US26125131400","Census Tract 1314, Oakland County, Michigan"
"4046","193","1400000US26125131500","Census Tract 1315, Oakland County, Michigan"
"2886","172","1400000US26125131600","Census Tract 1316, Oakland County, Michigan"
"3636","264","1400000US26125131800","Census Tract 1318, Oakland County, Michigan"
"5916","200","1400000US26125132100","Census Tract 1321, Oakland County, Michigan"
"3561","176","1400000US26125132500","Census Tract 1325, Oakland County, Michigan"
"4281","201","1400000US26125132600","Census Tract 1326, Oakland County, Michigan"
"2923","178","1400000US26125132700","Census Tract 1327, Oakland County, Michigan"
"2867","149","1400000US26125133001","Census Tract 1330.01, Oakland County, Michigan"
"3356","208","1400000US26125133002","Census Tract 1330.02, Oakland County, Michigan"
"3262","235","1400000US26125133003","Census Tract 1330.03, Oakland County, Michigan"
"4385","391","1400000US26125133100","Census Tract 1331, Oakland County, Michigan"
"5045","205","1400000US26125134000","Census Tract 1340, Oakland County, Michigan"
"5249","281","1400000US26125134300","Census Tract 1343, Oakland County, Michigan"
"4515","203","1400000US26125134400","Census Tract 1344, Oakland County, Michigan"
"3090","141","1400000US26125134500","Census Tract 1345, Oakland County, Michigan"
"4282","112","1400000US26125134600","Census Tract 1346, Oakland County, Michigan"
"3352","177","1400000US26125134700","Census Tract 1347, Oakland County, Michigan"
"3102","178","1400000US26125134800","Census Tract 1348, Oakland County, Michigan"
"3841","184","1400000US26125134900","Census Tract 1349, Oakland County, Michigan"
"3502","330","1400000US26125135000","Census Tract 1350, Oakland County, Michigan"
"5517","243","1400000US26125135100","Census Tract 1351, Oakland County, Michigan"
"3328","193","1400000US26125135200","Census Tract 1352, Oakland County, Michigan"
"5288","208","1400000US26125135300","Census Tract 1353, Oakland County, Michigan"
"2637","217","1400000US26125136000","Census Tract 1360, Oakland County, Michigan"
"4985","292","1400000US26125136101","Census Tract 1361.01, Oakland County, Michigan"
"4493","415","1400000US26125136102","Census Tract 1361.02, Oakland County, Michigan"
"5160","305","1400000US26125136300","Census Tract 1363, Oakland County, Michigan"
"5722","451","1400000US26125136500","Census Tract 1365, Oakland County, Michigan"
"8107","386","1400000US26125136600","Census Tract 1366, Oakland County, Michigan"
"5471","308","1400000US26125136700","Census Tract 1367, Oakland County, Michigan"
"4434","459","1400000US26125136800","Census Tract 1368, Oakland County, Michigan"
"10595","487","1400000US26125137100","Census Tract 1371, Oakland County, Michigan"
"6434","241","1400000US26125137400","Census Tract 1374, Oakland County, Michigan"
"1738","92","1400000US26125137700","Census Tract 1377, Oakland County, Michigan"
"3310","17","1400000US26125137800","Census Tract 1378, Oakland County, Michigan"
"5298","293","1400000US26125138100","Census Tract 1381, Oakland County, Michigan"
"3827","263","1400000US26125138301","Census Tract 1383.01, Oakland County, Michigan"
"7199","231","1400000US26125138302","Census Tract 1383.02, Oakland County, Michigan"
"2661","129","1400000US26125138600","Census Tract 1386, Oakland County, Michigan"
"6346","290","1400000US26125139200","Census Tract 1392, Oakland County, Michigan"
"5502","295","1400000US26125139400","Census Tract 1394, Oakland County, Michigan"
"1224","189","1400000US26125140100","Census Tract 1401, Oakland County, Michigan"
"3956","315","1400000US26125140301","Census Tract 1403.01, Oakland County, Michigan"
"3648","341","1400000US26125140302","Census Tract 1403.02, Oakland County, Michigan"
"2239","218","1400000US26125140500","Census Tract 1405, Oakland County, Michigan"
"2788","197","1400000US26125140600","Census Tract 1406, Oakland County, Michigan"
"2675","209","1400000US26125140700","Census Tract 1407, Oakland County, Michigan"
"5034","317","1400000US26125140800","Census Tract 1408, Oakland County, Michigan"
"5239","413","1400000US26125140900","Census Tract 1409, Oakland County, Michigan"
"5618","516","1400000US26125141000","Census Tract 1410, Oakland County, Michigan"
"3018","287","1400000US26125141100","Census Tract 1411, Oakland County, Michigan"
"3275","360","1400000US26125141200","Census Tract 1412, Oakland County, Michigan"
"3765","350","1400000US26125141300","Census Tract 1413, Oakland County, Michigan"
"4626","402","1400000US26125141400","Census Tract 1414, Oakland County, Michigan"
"6769","630","1400000US26125141500","Census Tract 1415, Oakland County, Michigan"
"4435","622","1400000US26125141600","Census Tract 1416, Oakland County, Michigan"
"2046","442","1400000US26125141700","Census Tract 1417, Oakland County, Michigan"
"2513","299","1400000US26125142000","Census Tract 1420, Oakland County, Michigan"
"1561","260","1400000US26125142100","Census Tract 1421, Oakland County, Michigan"
"2555","303","1400000US26125142200","Census Tract 1422, Oakland County, Michigan"
"2308","324","1400000US26125142300","Census Tract 1423, Oakland County, Michigan"
"3200","322","1400000US26125142400","Census Tract 1424, Oakland County, Michigan"
"2027","229","1400000US26125142500","Census Tract 1425, Oakland County, Michigan"
"3687","280","1400000US26125142600","Census Tract 1426, Oakland County, Michigan"
"3474","341","1400000US26125142700","Census Tract 1427, Oakland County, Michigan"
"5801","338","1400000US26125143500","Census Tract 1435, Oakland County, Michigan"
"4196","378","1400000US26125144100","Census Tract 1441, Oakland County, Michigan"
"4328","203","1400000US26125144200","Census Tract 1442, Oakland County, Michigan"
"3661","257","1400000US26125144300","Census Tract 1443, Oakland County, Michigan"
"5041","284","1400000US26125144400","Census Tract 1444, Oakland County, Michigan"
"2929","176","1400000US26125144500","Census Tract 1445, Oakland County, Michigan"
"3828","237","1400000US26125144600","Census Tract 1446, Oakland County, Michigan"
"3959","353","1400000US26125144701","Census Tract 1447.01, Oakland County, Michigan"
"2688","227","1400000US26125144800","Census Tract 1448, Oakland County, Michigan"
"3689","265","1400000US26125144900","Census Tract 1449, Oakland County, Michigan"
"2300","158","1400000US26125145100","Census Tract 1451, Oakland County, Michigan"
"3568","309","1400000US26125145200","Census Tract 1452, Oakland County, Michigan"
"4489","220","1400000US26125145300","Census Tract 1453, Oakland County, Michigan"
"4311","369","1400000US26125145400","Census Tract 1454, Oakland County, Michigan"
"3740","170","1400000US26125145501","Census Tract 1455.01, Oakland County, Michigan"
"3896","352","1400000US26125145502","Census Tract 1455.02, Oakland County, Michigan"
"4946","312","1400000US26125145600","Census Tract 1456, Oakland County, Michigan"
"3007","257","1400000US26125145700","Census Tract 1457, Oakland County, Michigan"
"3030","204","1400000US26125145900","Census Tract 1459, Oakland County, Michigan"
"4753","397","1400000US26125150000","Census Tract 1500, Oakland County, Michigan"
"3390","272","1400000US26125150100","Census Tract 1501, Oakland County, Michigan"
"2410","171","1400000US26125150200","Census Tract 1502, Oakland County, Michigan"
"5150","291","1400000US26125150300","Census Tract 1503, Oakland County, Michigan"
"2902","131","1400000US26125150400","Census Tract 1504, Oakland County, Michigan"
"2790","245","1400000US26125150500","Census Tract 1505, Oakland County, Michigan"
"2805","296","1400000US26125150600","Census Tract 1506, Oakland County, Michigan"
"4533","284","1400000US26125150700","Census Tract 1507, Oakland County, Michigan"
"4523","230","1400000US26125150800","Census Tract 1508, Oakland County, Michigan"
"3849","248","1400000US26125150900","Census Tract 1509, Oakland County, Michigan"
"5050","291","1400000US26125151000","Census Tract 1510, Oakland County, Michigan"
"4009","20","1400000US26125152000","Census Tract 1520, Oakland County, Michigan"
"3870","265","1400000US26125152600","Census Tract 1526, Oakland County, Michigan"
"2967","226","1400000US26125152700","Census Tract 1527, Oakland County, Michigan"
"4142","276","1400000US26125152900","Census Tract 1529, Oakland County, Michigan"
"2137","141","1400000US26125153000","Census Tract 1530, Oakland County, Michigan"
"2242","128","1400000US26125153100","Census Tract 1531, Oakland County, Michigan"
"1985","162","1400000US26125153200","Census Tract 1532, Oakland County, Michigan"
"3723","209","1400000US26125153300","Census Tract 1533, Oakland County, Michigan"
"1798","109","1400000US26125154000","Census Tract 1540, Oakland County, Michigan"
"2939","208","1400000US26125154100","Census Tract 1541, Oakland County, Michigan"
"3196","15","1400000US26125154200","Census Tract 1542, Oakland County, Michigan"
"2456","162","1400000US26125154500","Census Tract 1545, Oakland County, Michigan"
"2908","179","1400000US26125154600","Census Tract 1546, Oakland County, Michigan"
"2703","270","1400000US26125156000","Census Tract 1560, Oakland County, Michigan"
"4581","292","1400000US26125156100","Census Tract 1561, Oakland County, Michigan"
"6853","354","1400000US26125156200","Census Tract 1562, Oakland County, Michigan"
"4107","199","1400000US26125156300","Census Tract 1563, Oakland County, Michigan"
"3530","275","1400000US26125156400","Census Tract 1564, Oakland County, Michigan"
"4542","251","1400000US26125156500","Census Tract 1565, Oakland County, Michigan"
"3245","211","1400000US26125156900","Census Tract 1569, Oakland County, Michigan"
"2334","189","1400000US26125157000","Census Tract 1570, Oakland County, Michigan"
"2002","113","1400000US26125157100","Census Tract 1571, Oakland County, Michigan"
"3666","434","1400000US26125157200","Census Tract 1572, Oakland County, Michigan"
"3432","386","1400000US26125157300","Census Tract 1573, Oakland County, Michigan"
"2523","207","1400000US26125157400","Census Tract 1574, Oakland County, Michigan"
"3216","319","1400000US26125157500","Census Tract 1575, Oakland County, Michigan"
"4959","322","1400000US26125157600","Census Tract 1576, Oakland County, Michigan"
"2476","299","1400000US26125157700","Census Tract 1577, Oakland County, Michigan"
"3277","184","1400000US26125157800","Census Tract 1578, Oakland County, Michigan"
"2786","144","1400000US26125157900","Census Tract 1579, Oakland County, Michigan"
"4035","265","1400000US26125158000","Census Tract 1580, Oakland County, Michigan"
"3136","195","1400000US26125158100","Census Tract 1581, Oakland County, Michigan"
"3269","231","1400000US26125158200","Census Tract 1582, Oakland County, Michigan"
"4433","34","1400000US26125159000","Census Tract 1590, Oakland County, Michigan"
"4150","28","1400000US26125160000","Census Tract 1600, Oakland County, Michigan"
"2966","230","1400000US26125160300","Census Tract 1603, Oakland County, Michigan"
"2764","316","1400000US26125160400","Census Tract 1604, Oakland County, Michigan"
"3995","418","1400000US26125160500","Census Tract 1605, Oakland County, Michigan"
"4620","411","1400000US26125160600","Census Tract 1606, Oakland County, Michigan"
"1655","139","1400000US26125160700","Census Tract 1607, Oakland County, Michigan"
"3770","346","1400000US26125160800","Census Tract 1608, Oakland County, Michigan"
"4523","450","1400000US26125160900","Census Tract 1609, Oakland County, Michigan"
"1873","189","1400000US26125161000","Census Tract 1610, Oakland County, Michigan"
"3293","363","1400000US26125161100","Census Tract 1611, Oakland County, Michigan"
"4741","310","1400000US26125161200","Census Tract 1612, Oakland County, Michigan"
"3386","326","1400000US26125161300","Census Tract 1613, Oakland County, Michigan"
"4081","531","1400000US26125161400","Census Tract 1614, Oakland County, Michigan"
"1798","173","1400000US26125161500","Census Tract 1615, Oakland County, Michigan"
"2457","353","1400000US26125161600","Census Tract 1616, Oakland County, Michigan"
"3152","293","1400000US26125161700","Census Tract 1617, Oakland County, Michigan"
"4272","369","1400000US26125161800","Census Tract 1618, Oakland County, Michigan"
"2293","196","1400000US26125161900","Census Tract 1619, Oakland County, Michigan"
"3514","321","1400000US26125162000","Census Tract 1620, Oakland County, Michigan"
"3069","272","1400000US26125162100","Census Tract 1621, Oakland County, Michigan"
"1319","158","1400000US26125162200","Census Tract 1622, Oakland County, Michigan"
"3971","281","1400000US26125162300","Census Tract 1623, Oakland County, Michigan"
"2563","317","1400000US26125162400","Census Tract 1624, Oakland County, Michigan"
"3317","340","1400000US26125162500","Census Tract 1625, Oakland County, Michigan"
"3032","141","1400000US26125165000","Census Tract 1650, Oakland County, Michigan"
"4039","213","1400000US26125165100","Census Tract 1651, Oakland County, Michigan"
"3519","199","1400000US26125165200","Census Tract 1652, Oakland County, Michigan"
"2656","179","1400000US26125166000","Census Tract 1660, Oakland County, Michigan"
"3582","415","1400000US26125166100","Census Tract 1661, Oakland County, Michigan"
"2864","230","1400000US26125166200","Census Tract 1662, Oakland County, Michigan"
"3167","223","1400000US26125166400","Census Tract 1664, Oakland County, Michigan"
"2749","161","1400000US26125166500","Census Tract 1665, Oakland County, Michigan"
"3715","269","1400000US26125166600","Census Tract 1666, Oakland County, Michigan"
"2337","226","1400000US26125166700","Census Tract 1667, Oakland County, Michigan"
"3529","217","1400000US26125166800","Census Tract 1668, Oakland County, Michigan"
"3568","195","1400000US26125166900","Census Tract 1669, Oakland County, Michigan"
"5436","371","1400000US26125167000","Census Tract 1670, Oakland County, Michigan"
"3749","366","1400000US26125167300","Census Tract 1673, Oakland County, Michigan"
"4963","451","1400000US26125167400","Census Tract 1674, Oakland County, Michigan"
"5328","414","1400000US26125167500","Census Tract 1675, Oakland County, Michigan"
"4538","289","1400000US26125167800","Census Tract 1678, Oakland County, Michigan"
"2641","225","1400000US26125167900","Census Tract 1679, Oakland County, Michigan"
"2349","153","1400000US26125168100","Census Tract 1681, Oakland County, Michigan"
"3759","252","1400000US26125168400","Census Tract 1684, Oakland County, Michigan"
"2834","203","1400000US26125168500","Census Tract 1685, Oakland County, Michigan"
"6001","366","1400000US26125168600","Census Tract 1686, Oakland County, Michigan"
"4044","234","1400000US26125168700","Census Tract 1687, Oakland County, Michigan"
"2314","159","1400000US26125168800","Census Tract 1688, Oakland County, Michigan"
"5359","452","1400000US26125168900","Census Tract 1689, Oakland County, Michigan"
"2500","210","1400000US26125170000","Census Tract 1700, Oakland County, Michigan"
"2891","197","1400000US26125170100","Census Tract 1701, Oakland County, Michigan"
"3424","170","1400000US26125170200","Census Tract 1702, Oakland County, Michigan"
"2713","182","1400000US26125170300","Census Tract 1703, Oakland County, Michigan"
"3832","149","1400000US26125170400","Census Tract 1704, Oakland County, Michigan"
"4635","337","1400000US26125171000","Census Tract 1710, Oakland County, Michigan"
"3430","242","1400000US26125171100","Census Tract 1711, Oakland County, Michigan"
"2335","221","1400000US26125171200","Census Tract 1712, Oakland County, Michigan"
"3429","339","1400000US26125171300","Census Tract 1713, Oakland County, Michigan"
"6939","641","1400000US26125171400","Census Tract 1714, Oakland County, Michigan"
"5437","513","1400000US26125171500","Census Tract 1715, Oakland County, Michigan"
"1985","208","1400000US26125171600","Census Tract 1716, Oakland County, Michigan"
"1659","280","1400000US26125172400","Census Tract 1724, Oakland County, Michigan"
"2600","187","1400000US26125172500","Census Tract 1725, Oakland County, Michigan"
"4236","389","1400000US26125173000","Census Tract 1730, Oakland County, Michigan"
"1836","112","1400000US26125173100","Census Tract 1731, Oakland County, Michigan"
"2772","220","1400000US26125173200","Census Tract 1732, Oakland County, Michigan"
